,Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date,Ratio
836,539226,RUDRA,Rudra Global Infra Products Ltd,18 Oct 2023,Bonus issue 1:1,18 Oct 2023,-,-,12 Oct 2023,18 Oct 2023,-,1:1
837,543464,SPITZE,Maruti Interior Products Ltd,27 Oct 2023,Bonus issue 1:1,27 Oct 2023,-,-,23 Oct 2023,27 Oct 2023,-,1:1
838,543373,SVRL,Shri Venkatesh Refineries Ltd,27 Oct 2023,Bonus issue 1:1,28 Oct 2023,-,-,23 Oct 2023,27 Oct 2023,-,1:1
839,543962,DPWIRES,D.P. Wires Ltd,08 Nov 2023,Bonus issue 1:7,08 Nov 2023,-,-,02 Nov 2023,08 Nov 2023,-,1:7
840,543578,OLATECH,Olatech Solutions Ltd,20 Nov 2023,Bonus issue 17:20,20 Nov 2023,-,-,13 Nov 2023,20 Nov 2023,-,17:20
841,532406,AVANTEL,Avantel Ltd,24 Nov 2023,Bonus issue 2:1,24 Nov 2023,-,-,20 Nov 2023,24 Nov 2023,-,2:1
842,543937,ALPHAIND,Alphalogic Industries Ltd,01 Dec 2023,Bonus issue 1:1,01 Dec 2023,-,-,24 Nov 2023,01 Dec 2023,-,1:1
843,532011,POOJAENT,Vashu Bhagnani Industries Ltd,08 Dec 2023,Bonus issue 6:1,09 Dec 2023,-,-,05 Dec 2023,08 Dec 2023,-,6:1
844,543516,DHYAANITR,Dhyaani Tradeventtures Ltd,12 Dec 2023,Bonus issue 9:5,12 Dec 2023,-,-,07 Dec 2023,12 Dec 2023,-,9:5
845,523025,SAFARI,Safari Industries India Ltd,12 Dec 2023,Bonus issue 1:1,12 Dec 2023,-,-,06 Dec 2023,12 Dec 2023,-,1:1
846,532221,SONATSOFTW,Sonata Software Ltd,12 Dec 2023,Bonus issue 1:1,12 Dec 2023,-,-,06 Dec 2023,12 Dec 2023,-,1:1
847,540377,IFL,IFL Enterprises Ltd,18 Dec 2023,Bonus issue 1:10,18 Dec 2023,-,-,12 Dec 2023,18 Dec 2023,-,1:10
848,539113,PML,Paul Merchants Ltd,19 Dec 2023,Bonus issue 2:1,19 Dec 2023,-,-,13 Dec 2023,19 Dec 2023,-,2:1
849,542770,ALPHALOGIC,Alphalogic Techsys Ltd,22 Dec 2023,Bonus issue 1:3,22 Dec 2023,-,-,18 Dec 2023,22 Dec 2023,-,1:3
850,542285,AXITA,Axita Cotton Ltd,22 Dec 2023,Bonus issue 1:3,25 Dec 2023,-,-,19 Dec 2023,22 Dec 2023,-,1:3
851,511700,STANCAP,Standard Capital Markets Ltd,29 Dec 2023,Bonus issue 2:1,29 Dec 2023,-,-,-,29 Dec 2023,-,2:1
852,532749,ALLCARGO,Allcargo Logistics Ltd,02 Jan 2024,Bonus issue 3:1,02 Jan 2024,-,-,27 Dec 2023,02 Jan 2024,-,3:1
853,512153,MLINDLTD,M Lakhamsi Industries Ltd,05 Jan 2024,Bonus issue 1:50,06 Jan 2024,-,-,02 Jan 2024,05 Jan 2024,-,1:50
854,535958,ESSENTIA,Integra Essentia Ltd,11 Jan 2024,Bonus issue 1:1,11 Jan 2024,-,-,05 Jan 2024,11 Jan 2024,-,1:1
855,540900,NEWGEN,Newgen Software Technologies Ltd,12 Jan 2024,Bonus issue 1:1,12 Jan 2024,-,-,08 Jan 2024,12 Jan 2024,-,1:1
856,538890,MKEXIM,M.K. Exim (India) Ltd,17 Jan 2024,Bonus issue 1:2,17 Jan 2024,-,-,11 Jan 2024,17 Jan 2024,-,1:2
857,542725,SBC,SBC Exports Ltd,19 Jan 2024,Bonus issue 1:2,19 Jan 2024,-,-,15 Jan 2024,18 Jan 2024,-,1:2
858,523023,SINCLAIR,Sinclairs Hotels Ltd-$,29 Jan 2024,Bonus issue 1:1,29 Jan 2024,-,-,-,29 Jan 2024,-,1:1
859,506184,KANANIIND,Kanani Industries Ltd,30 Jan 2024,Bonus issue 1:1,30 Jan 2024,-,-,23 Jan 2024,30 Jan 2024,-,1:1
860,540642,SALASAR,Salasar Techno Engineering Ltd,01 Feb 2024,Bonus issue 4:1,01 Feb 2024,-,-,25 Jan 2024,01 Feb 2024,-,4:1
861,504918,SANDUMA,Sandur Manganese & Iron Ores Ltd,02 Feb 2024,Bonus issue 5:1,02 Feb 2024,-,-,29 Jan 2024,02 Feb 2024,-,5:1
862,543624,MAAGHADV,Maagh Advertising and Marketing Services Ltd,05 Feb 2024,Bonus issue 1:4,05 Feb 2024,-,-,30 Jan 2024,05 Feb 2024,-,1:4
863,540738,STL,Shreeji Translogistics Ltd,08 Feb 2024,Bonus issue 1:3,08 Feb 2024,-,-,02 Feb 2024,08 Feb 2024,-,1:3
864,506134,GOURMET,Gourmet Gateway India Ltd,12 Feb 2024,Bonus issue 2:1,12 Feb 2024,-,-,06 Feb 2024,12 Feb 2024,-,2:1
865,539686,KPEL,K.P. Energy Ltd,12 Feb 2024,Bonus issue 2:1,12 Feb 2024,-,-,07 Feb 2024,12 Feb 2024,-,2:1
866,541303,AKSHAR,Akshar Spintex Ltd,15 Feb 2024,Bonus issue 1:5,15 Feb 2024,-,-,09 Feb 2024,15 Feb 2024,-,1:5
867,542323,KPIGREEN,KPI Green Energy Ltd,15 Feb 2024,Bonus issue 1:2,15 Feb 2024,-,-,13 Feb 2024,15 Feb 2024,-,1:2
868,531358,CHOICEIN,Choice International Ltd,20 Feb 2024,Bonus issue 1:1,20 Feb 2024,-,-,14 Feb 2024,20 Feb 2024,-,1:1
869,543746,LOGICA,Logica Infoway Ltd,21 Feb 2024,Bonus issue 5:1,21 Feb 2024,-,-,14 Feb 2024,21 Feb 2024,-,5:1
870,540749,MASFIN,MAS Financial Services Ltd,22 Feb 2024,Bonus issue 2:1,22 Feb 2024,-,-,19 Feb 2024,22 Feb 2024,-,2:1
871,512329,SGMART,SG Mart Ltd,22 Feb 2024,Bonus issue 1:1,22 Feb 2024,-,-,15 Feb 2024,22 Feb 2024,-,1:1
872,543268,DRCSYSTEMS,DRC Systems India Ltd,27 Feb 2024,Bonus issue 2:1,27 Feb 2024,-,-,21 Feb 2024,27 Feb 2024,-,2:1
873,532768,FIEMIND,Fiem Industries Ltd,28 Feb 2024,Bonus issue 1:1,28 Feb 2024,-,-,22 Feb 2024,28 Feb 2024,-,1:1
874,531595,CGCL,Capri Global Capital Ltd,05 Mar 2024,Bonus issue 1:1,05 Mar 2024,-,-,28 Feb 2024,05 Mar 2024,-,1:1
875,539574,SCL,Sunshine Capital Ltd,07 Mar 2024,Bonus issue 7:1,08 Mar 2024,-,-,05 Mar 2024,07 Mar 2024,-,7:1
876,524226,GAEL,Gujarat Ambuja Exports Ltd,15 Mar 2024,Bonus issue 1:1,16 Mar 2024,-,-,12 Mar 2024,15 Mar 2024,-,1:1
877,543919,MKPL,M. K. Proteins Ltd,15 Mar 2024,Bonus issue 2:1,15 Mar 2024,-,-,11 Mar 2024,15 Mar 2024,-,2:1
878,531205,SPRIGHT,Spright Agro Ltd,18 Mar 2024,Bonus issue 1:1,18 Mar 2024,-,-,12 Mar 2024,18 Mar 2024,-,1:1
879,542866,COLAB,Colab Platforms Ltd,19 Mar 2024,Bonus issue 1:1,19 Mar 2024,-,-,13 Mar 2024,19 Mar 2024,-,1:1
880,543542,KESAR,Kesar India Ltd,19 Mar 2024,Bonus issue 6:1,19 Mar 2024,-,-,13 Mar 2024,19 Mar 2024,-,6:1
881,539309,RAMASTEEL,Rama Steel Tubes Ltd,19 Mar 2024,Bonus issue 2:1,19 Mar 2024,-,-,13 Mar 2024,19 Mar 2024,-,2:1
882,523269,ADVANIHOTR,Advani Hotels & Resorts (India) Ltd,20 Mar 2024,Bonus issue 1:1,20 Mar 2024,-,-,15 Mar 2024,20 Mar 2024,-,1:1
883,532900,PAISALO,Paisalo Digital Ltd,20 Mar 2024,Bonus issue 1:1,20 Mar 2024,-,-,14 Mar 2024,20 Mar 2024,-,1:1
884,540952,LAL,Lorenzini Apparels Ltd,28 Mar 2024,Bonus issue 6:11,28 Mar 2024,-,-,27 Mar 2024,27 Mar 2024,-,6:11
885,543515,SEML,Sunrise Efficient Marketing Ltd,03 Apr 2024,Bonus issue 1:2,03 Apr 2024,-,-,03 Apr 2024,03 Apr 2024,-,1:2
886,530843,CUPID,Cupid Ltd-$,04 Apr 2024,Bonus issue 1:1,04 Apr 2024,-,-,04 Apr 2024,04 Apr 2024,-,1:1
887,543375,PROMAX,Promax Power Ltd,08 Apr 2024,Bonus issue 1:1,09 Apr 2024,-,-,09 Apr 2024,09 Apr 2024,-,1:1
888,505710,GRAUWEIL,Grauer & Weil India Ltd-$,10 Apr 2024,Bonus issue 1:1,10 Apr 2024,-,-,10 Apr 2024,10 Apr 2024,-,1:1
889,531889,IIL,Integrated Industries Ltd,16 Apr 2024,Bonus issue 1:1,16 Apr 2024,-,-,16 Apr 2024,16 Apr 2024,-,1:1
890,543351,NBL,Naapbooks Ltd,19 Apr 2024,Bonus issue 2:1,19 Apr 2024,-,-,19 Apr 2024,19 Apr 2024,-,2:1
891,524632,SHUKRAPHAR,Shukra Pharmaceuticals Ltd,19 Apr 2024,Bonus issue 3:1,20 Apr 2024,-,-,19 Apr 2024,19 Apr 2024,-,3:1
892,542460,ANUP,The Anup Engineering Ltd,23 Apr 2024,Bonus issue 1:1,23 Apr 2024,-,-,23 Apr 2024,23 Apr 2024,-,1:1
893,512103,NIDHGRN,Nidhi Granites Ltd,02 May 2024,Bonus issue 1:1,02 May 2024,-,-,02 May 2024,02 May 2024,-,1:1
894,521005,TITANIN,Titan Intech Ltd,17 May 2024,Bonus issue 3:5,17 May 2024,-,-,16 May 2024,16 May 2024,-,3:5
895,531959,NEWINFRA,Newtime Infrastructure Ltd,22 May 2024,Bonus issue 2:1,23 May 2024,-,-,23 May 2024,23 May 2024,-,2:1
896,507488,GMBREW,GM Breweries Ltd,24 May 2024,Bonus issue 1:4,25 May 2024,-,-,24 May 2024,24 May 2024,-,1:4
897,539083,INOXWIND,Inox Wind Ltd,24 May 2024,Bonus issue 3:1,25 May 2024,-,-,24 May 2024,24 May 2024,-,3:1
898,505232,VELJAN,Veljan Denison Ltd,29 May 2024,Bonus issue 1:1,29 May 2024,-,-,29 May 2024,29 May 2024,-,1:1
899,532892,MOTILALOFS,Motilal Oswal Financial Services Ltd,10 Jun 2024,Bonus issue 3:1,10 Jun 2024,-,-,10 Jun 2024,10 Jun 2024,-,3:1
900,500547,BPCL,Bharat Petroleum Corporation Ltd,21 Jun 2024,Bonus issue 1:1,22 Jun 2024,-,-,21 Jun 2024,21 Jun 2024,-,1:1
901,500104,HINDPETRO,Hindustan Petroleum Corporation Ltd,21 Jun 2024,Bonus issue 1:2,21 Jun 2024,-,-,21 Jun 2024,21 Jun 2024,-,1:2
902,536659,PVVINFRA,PVV Infra Ltd,21 Jun 2024,Bonus issue 1:5,21 Jun 2024,-,-,21 Jun 2024,21 Jun 2024,-,1:5
903,512247,ASHCAP,Ashirwad Capital Ltd,25 Jun 2024,Bonus issue 1:2,25 Jun 2024,-,-,25 Jun 2024,25 Jun 2024,-,1:2
904,532668,AURIONPRO,Aurionpro Solutions Ltd,27 Jun 2024,Bonus issue 1:1,27 Jun 2024,-,-,27 Jun 2024,27 Jun 2024,-,1:1
905,533106,OIL,Oil India Ltd,02 Jul 2024,Bonus issue 1:2,02 Jul 2024,-,-,02 Jul 2024,02 Jul 2024,-,1:2
906,533761,GPTINFRA,GPT Infraprojects Ltd,03 Jul 2024,Bonus issue 1:1,03 Jul 2024,-,-,03 Jul 2024,03 Jul 2024,-,1:1
907,504084,KAYCEEI,Kaycee Industries Ltd,05 Jul 2024,Bonus issue 4:1,06 Jul 2024,-,-,05 Jul 2024,05 Jul 2024,-,4:1
908,539561,REMLIFE,Remedium Lifecare Ltd,05 Jul 2024,Bonus issue 3:1,06 Jul 2024,-,-,05 Jul 2024,05 Jul 2024,-,3:1
909,543435,CLARA,Clara Industries Ltd,08 Jul 2024,Bonus issue 4:1,08 Jul 2024,-,-,08 Jul 2024,08 Jul 2024,-,4:1
910,534064,AIML,Alliance Integrated Metaliks Ltd,11 Jul 2024,Bonus issue 2:1,11 Jul 2024,-,-,11 Jul 2024,11 Jul 2024,-,2:1
911,542770,ALPHALOGIC,Alphalogic Techsys Ltd,12 Jul 2024,Bonus issue 14:48,13 Jul 2024,-,-,12 Jul 2024,12 Jul 2024,-,14:48
912,539098,FILTRA,Filtra Consultants and Engineers Ltd,12 Jul 2024,Bonus issue 1:3,13 Jul 2024,-,-,12 Jul 2024,12 Jul 2024,-,1:3
913,522241,MMFL,MM Forgings Ltd-$,16 Jul 2024,Bonus issue 1:1,16 Jul 2024,-,-,16 Jul 2024,16 Jul 2024,-,1:1
914,543538,GOEL,Goel Food Products Ltd,31 Jul 2024,Bonus issue 4:1,31 Jul 2024,-,-,31 Jul 2024,31 Jul 2024,-,4:1
915,522257,RAJOOENG,Rajoo Engineers Ltd-$,08 Aug 2024,Bonus issue 1:1,08 Aug 2024,-,-,08 Aug 2024,08 Aug 2024,-,1:1
916,542580,AARTECH,Aartech Solonics Ltd,09 Aug 2024,Bonus issue 1:2,09 Aug 2024,-,-,09 Aug 2024,09 Aug 2024,-,1:2
917,534732,CASPIAN,Caspian Corporate Services Ltd,09 Aug 2024,Bonus issue 2:1,09 Aug 2024,-,-,09 Aug 2024,09 Aug 2024,-,2:1
918,543193,DJML,DJ Mediaprint & Logistics Ltd,09 Aug 2024,Bonus issue 2:1,09 Aug 2024,-,-,09 Aug 2024,09 Aug 2024,-,2:1
919,506879,GUJTHEM,Gujarat Themis Biosyn Ltd,09 Aug 2024,Bonus issue 1:2,09 Aug 2024,-,-,09 Aug 2024,09 Aug 2024,-,1:2
920,531540,MAINFRA,Maruti Infrastructure Ltd,09 Aug 2024,Bonus issue 1:2,09 Aug 2024,-,-,09 Aug 2024,09 Aug 2024,-,1:2
921,532713,SAKUMA,Sakuma Exports Ltd,09 Aug 2024,Bonus issue 4:1,10 Aug 2024,-,-,09 Aug 2024,09 Aug 2024,-,4:1
922,509152,GRPLTD,GRP Ltd,12 Aug 2024,Bonus issue 3:1,12 Aug 2024,-,-,12 Aug 2024,12 Aug 2024,-,3:1
923,523127,EIHAHOTELS,EIH Associated Hotels Ltd-$,13 Aug 2024,Bonus issue 1:1,13 Aug 2024,-,-,13 Aug 2024,13 Aug 2024,-,1:1
924,507621,MLKFOOD,Milkfood Ltd,13 Aug 2024,Bonus issue 1:1,13 Aug 2024,-,-,13 Aug 2024,13 Aug 2024,-,1:1
925,536659,PVVINFRA,PVV Infra Ltd,20 Aug 2024,Bonus issue 1:1,20 Aug 2024,-,-,20 Aug 2024,20 Aug 2024,-,1:1
926,540079,SPRAYKING,Sprayking Ltd,21 Aug 2024,Bonus issue 1:1,21 Aug 2024,-,-,21 Aug 2024,21 Aug 2024,-,1:1
927,539216,GARMNTMNTR,Garment Mantra Lifestyle Ltd,03 Sep 2024,Bonus issue 1:1,03 Sep 2024,-,-,03 Sep 2024,03 Sep 2024,-,1:1
928,509966,VSTIND,VST Industries Ltd,06 Sep 2024,Bonus issue 10:1,06 Sep 2024,-,-,06 Sep 2024,06 Sep 2024,-,10:1
929,540190,FRANKLININD,Franklin Industries Ltd,09 Sep 2024,Bonus issue 1:1,09 Sep 2024,-,-,09 Sep 2024,09 Sep 2024,-,1:1
930,538838,ICL,Indo Cotspin Ltd,10 Sep 2024,Bonus issue 7:10,10 Sep 2024,-,-,10 Sep 2024,10 Sep 2024,-,7:10
931,543938,ACCELERATE,Acceleratebs India Ltd,12 Sep 2024,Bonus issue 3:5,12 Sep 2024,-,-,12 Sep 2024,12 Sep 2024,-,3:5
932,540061,BIGBLOC,Bigbloc Construction Ltd,12 Sep 2024,Bonus issue 1:1,12 Sep 2024,-,-,12 Sep 2024,12 Sep 2024,-,1:1
933,511551,MONARCH,Monarch Networth Capital Ltd,13 Sep 2024,Bonus issue 1:1,13 Sep 2024,-,-,12 Sep 2024,12 Sep 2024,-,1:1
934,590051,SAKSOFT,Saksoft Ltd,19 Sep 2024,Bonus issue 1:4,19 Sep 2024,-,-,19 Sep 2024,19 Sep 2024,-,1:4
935,542285,AXITA,Axita Cotton Ltd,20 Sep 2024,Bonus issue 1:3,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-,1:3
936,540377,IFL,IFL Enterprises Ltd,20 Sep 2024,Bonus issue 1:150,21 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-,1:150
937,517344,MINDTECK,Mindteck (India) Ltd,20 Sep 2024,Bonus issue 1:4,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-,1:4
938,503100,PHOENIXLTD,The Phoenix Mills Ltd,20 Sep 2024,Bonus issue 1:1,21 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-,1:1
939,541556,RITES,RITES Ltd,20 Sep 2024,Bonus issue 1:1,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-,1:1
940,533644,UEL,Ujaas Energy Ltd,20 Sep 2024,Bonus issue 1:4,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-,1:4
941,543214,NDRAUTO,NDR Auto Components Ltd,25 Sep 2024,Bonus issue 1:1,25 Sep 2024,-,-,25 Sep 2024,25 Sep 2024,-,1:1
942,540492,STARLENT,Starlineps Enterprises Ltd,25 Sep 2024,Bonus issue 1:5,25 Sep 2024,-,-,25 Sep 2024,25 Sep 2024,-,1:5
943,512591,PULSRIN,Pulsar International Ltd,27 Sep 2024,Bonus issue 1:10,28 Sep 2024,-,-,27 Sep 2024,27 Sep 2024,-,1:10
944,512213,CLASELE,Classic Electricals Ltd,04 Oct 2024,Bonus issue 5:1,04 Oct 2024,-,-,04 Oct 2024,04 Oct 2024,-,5:1
945,507952,SHIKHARLETR,Shikhar Leasing & Trading Ltd,04 Oct 2024,Bonus issue 3:1,04 Oct 2024,-,-,04 Oct 2024,04 Oct 2024,-,3:1
946,534309,NBCC,NBCC (India) Ltd,07 Oct 2024,Bonus issue 1:2,07 Oct 2024,-,-,07 Oct 2024,07 Oct 2024,-,1:2
947,539302,POWERMECH,Power Mech Projects Ltd,08 Oct 2024,Bonus issue 1:1,08 Oct 2024,-,-,08 Oct 2024,08 Oct 2024,-,1:1
948,539522,GROVY,Grovy India Ltd,23 Oct 2024,Bonus issue 3:1,23 Oct 2024,-,-,23 Oct 2024,23 Oct 2024,-,3:1
949,500325,RELIANCE,Reliance Industries Ltd,28 Oct 2024,Bonus issue 1:1,28 Oct 2024,-,-,28 Oct 2024,28 Oct 2024,-,1:1
950,538875,SELLWIN,Sellwin Traders Ltd,31 Oct 2024,Bonus issue 1:8,01 Nov 2024,-,-,01 Nov 2024,01 Nov 2024,-,1:8
951,523105,CROPSTER,Cropster Agro Ltd,08 Nov 2024,Bonus issue 2:1,08 Nov 2024,-,-,08 Nov 2024,08 Nov 2024,-,2:1
952,507944,BAJAJST,Bajaj Steel Industries Ltd,12 Nov 2024,Bonus issue 3:1,12 Nov 2024,-,-,12 Nov 2024,12 Nov 2024,-,3:1
953,538451,WORTH,Worth Investment & Trading Co Ltd,14 Nov 2024,Bonus issue 3:2,14 Nov 2024,-,-,14 Nov 2024,14 Nov 2024,-,3:2
954,531431,SHAKTIPUMP,Shakti Pumps India Ltd-$,25 Nov 2024,Bonus issue 5:1,25 Nov 2024,-,-,25 Nov 2024,25 Nov 2024,-,5:1
955,543272,EASEMYTRIP,Easy Trip Planners Ltd,29 Nov 2024,Bonus issue 1:1,29 Nov 2024,-,-,29 Nov 2024,29 Nov 2024,-,1:1
956,539837,RPEL,Raghav Productivity Enhancers Ltd,29 Nov 2024,Bonus issue 1:1,29 Nov 2024,-,-,29 Nov 2024,29 Nov 2024,-,1:1
957,531205,SPRIGHT,Spright Agro Ltd,29 Nov 2024,Bonus issue 1:1,29 Nov 2024,-,-,29 Nov 2024,29 Nov 2024,-,1:1
958,522257,RAJOOENG,Rajoo Engineers Ltd-$,02 Dec 2024,Bonus issue 1:3,02 Dec 2024,-,-,02 Dec 2024,02 Dec 2024,-,1:3
959,507685,WIPRO,Wipro Ltd,03 Dec 2024,Bonus issue 1:1,03 Dec 2024,-,-,03 Dec 2024,03 Dec 2024,-,1:1
960,539091,CITL,Consecutive Investment & Trading Company Ltd,06 Dec 2024,Bonus issue 1:1,06 Dec 2024,-,-,06 Dec 2024,06 Dec 2024,-,1:1
961,543499,ACHYUT,Achyut Healthcare Ltd,10 Dec 2024,Bonus issue 4:10,10 Dec 2024,-,-,10 Dec 2024,10 Dec 2024,-,4:10
962,541967,SKYGOLD,Sky Gold Ltd,16 Dec 2024,Bonus issue 9:1,16 Dec 2024,-,-,16 Dec 2024,16 Dec 2024,-,9:1
963,543285,RCAN,Rajeshwari Cans Ltd,19 Dec 2024,Bonus issue 1:1,19 Dec 2024,-,-,19 Dec 2024,19 Dec 2024,-,1:1
964,523229,BHARATSE,Bharat Seats Ltd-$,20 Dec 2024,Bonus issue 1:1,20 Dec 2024,-,-,20 Dec 2024,20 Dec 2024,-,1:1
965,531241,LINC,Linc Ltd-$,20 Dec 2024,Bonus issue 1:1,20 Dec 2024,-,-,20 Dec 2024,20 Dec 2024,-,1:1
966,539528,AAYUSH,Aayush Wellness Ltd,26 Dec 2024,Bonus issue 1:2,26 Dec 2024,-,-,26 Dec 2024,26 Dec 2024,-,1:2
967,542668,EVANS,Evans Electric Ltd,26 Dec 2024,Bonus issue 1:1,26 Dec 2024,-,-,26 Dec 2024,26 Dec 2024,-,1:1
968,541276,HARDWYN,Hardwyn India Ltd,27 Dec 2024,Bonus issue 2:5,27 Dec 2024,-,-,27 Dec 2024,27 Dec 2024,-,2:5
969,526371,NMDC,NMDC Ltd,27 Dec 2024,Bonus issue 2:1,27 Dec 2024,-,-,27 Dec 2024,27 Dec 2024,-,2:1
970,500039,BANCOINDIA,Banco Products (India) Ltd-$,30 Dec 2024,Bonus issue 1:1,30 Dec 2024,-,-,30 Dec 2024,30 Dec 2024,-,1:1
971,500336,SURYAROSNI,Surya Roshni Ltd,01 Jan 2025,Bonus issue 1:1,01 Jan 2025,-,-,01 Jan 2025,01 Jan 2025,-,1:1
972,531119,CEENIK,Ceenik Exports India Ltd,03 Jan 2025,Bonus issue 1:5,03 Jan 2025,-,-,03 Jan 2025,03 Jan 2025,-,1:5
973,509557,GARFIBRES,Garware Technical Fibres Ltd,03 Jan 2025,Bonus issue 4:1,03 Jan 2025,-,-,03 Jan 2025,03 Jan 2025,-,4:1
974,542323,KPIGREEN,KPI Green Energy Ltd,03 Jan 2025,Bonus issue 1:2,03 Jan 2025,-,-,03 Jan 2025,03 Jan 2025,-,1:2
975,505725,AQFINTECH,Algoquant Fintech Ltd,08 Jan 2025,Bonus issue 1:2,08 Jan 2025,-,-,08 Jan 2025,08 Jan 2025,-,1:2
976,531395,PADAMCO,Padam Cotton Yarns Ltd,08 Jan 2025,Bonus issue 1:1,08 Jan 2025,-,-,08 Jan 2025,08 Jan 2025,-,1:1
977,521248,KITEX,Kitex Garments Ltd,17 Jan 2025,Bonus issue 2:1,17 Jan 2025,-,-,17 Jan 2025,17 Jan 2025,-,2:1
978,539519,SATTVASUKU,Sattva Sukun Lifecare Ltd,17 Jan 2025,Bonus issue 3:5,17 Jan 2025,-,-,17 Jan 2025,17 Jan 2025,-,3:5
979,523019,BNRSEC,BN Rathi Securities Ltd,24 Jan 2025,Bonus issue 1:1,24 Jan 2025,-,-,24 Jan 2025,24 Jan 2025,-,1:1
980,531771,SHRADDHA,Shraddha Prime Projects Ltd,27 Jan 2025,Bonus issue 1:1,27 Jan 2025,-,-,27 Jan 2025,27 Jan 2025,-,1:1
981,543656,TECHNOPACK,Technopack Polymers Ltd,29 Jan 2025,Bonus issue 1:1,29 Jan 2025,-,-,29 Jan 2025,29 Jan 2025,-,1:1
982,532514,IGL,Indraprastha Gas Ltd,31 Jan 2025,Bonus issue 1:1,31 Jan 2025,-,-,31 Jan 2025,31 Jan 2025,-,1:1
