,Unnamed: 0,Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date,type,dividend
18009,18009,532893,VTMLTD,VTM Ltd,16 Jun 2022,Dividend - Rs. - 0.9000,-,20 Jun 2022,30 Jun 2022,13 Jun 2022,17 Jun 2022,-,Dividend, 0.9000
18010,18010,590013,XPROINDIA,Xpro India Ltd,16 Jun 2022,Dividend - Rs. - 2.0000,-,18 Jun 2022,24 Jun 2022,13 Jun 2022,16 Jun 2022,-,Dividend, 2.0000
18011,18011,532134,BANKBARODA,Bank of Baroda,17 Jun 2022,Dividend - Rs. - 2.8500,-,21 Jun 2022,27 Jun 2022,14 Jun 2022,20 Jun 2022,-,Dividend, 2.8500
18012,18012,500120,DIAMINESQ,Diamines & Chemicals Ltd,17 Jun 2022,Final Dividend - Rs. - 3.0000,-,21 Jun 2022,28 Jun 2022,14 Jun 2022,20 Jun 2022,-,Final Dividend, 3.0000
18013,18013,543331,MOL,Meghmani Organics Ltd,17 Jun 2022,Final Dividend - Rs. - 1.4000,20 Jun 2022,-,-,13 Jun 2022,17 Jun 2022,-,Final Dividend, 1.4000
18014,18014,532440,MPSLTD,MPS Ltd,17 Jun 2022,Final Dividend - Rs. - 30.0000,-,21 Jun 2022,27 Jun 2022,14 Jun 2022,20 Jun 2022,-,Final Dividend, 30.0000
18015,18015,523648,PLASTIBLEN,Plastiblends India Ltd,17 Jun 2022,Dividend - Rs. - 4.0000,-,21 Jun 2022,27 Jun 2022,14 Jun 2022,20 Jun 2022,-,Dividend, 4.0000
18016,18016,543230,ADVAIT,Advait Energy Transitions Ltd,20 Jun 2022,Final Dividend - Rs. - 1.0000,21 Jun 2022,-,-,14 Jun 2022,20 Jun 2022,-,Final Dividend, 1.0000
18017,18017,500215,ATFL,Agro Tech Foods Ltd,20 Jun 2022,Final Dividend - Rs. - 3.0000,-,22 Jun 2022,29 Jun 2022,15 Jun 2022,21 Jun 2022,-,Final Dividend, 3.0000
18018,18018,523229,BHARATSE,Bharat Seats Ltd,20 Jun 2022,Dividend - Rs. - 0.8000,-,22 Jun 2022,28 Jun 2022,15 Jun 2022,21 Jun 2022,-,Dividend, 0.8000
18019,18019,506197,BLISSGVS,Bliss GVS Pharma Ltd,20 Jun 2022,Final Dividend - Rs. - 0.5000,-,22 Jun 2022,28 Jun 2022,15 Jun 2022,21 Jun 2022,-,Final Dividend, 0.5000
18020,18020,500825,BRITANNIA,Britannia Industries Ltd,20 Jun 2022,Final Dividend - Rs. - 56.5000,-,22 Jun 2022,28 Jun 2022,15 Jun 2022,21 Jun 2022,-,Final Dividend, 56.5000
18021,18021,532525,MAHABANK,Bank of Maharashtra,20 Jun 2022,Dividend - Rs. - 0.5000,-,22 Jun 2022,28 Jun 2022,15 Jun 2022,21 Jun 2022,-,Dividend, 0.5000
18022,18022,511549,MORARKFI,Morarka Finance Ltd,20 Jun 2022,Dividend - Rs. - 4.0000,-,22 Jun 2022,28 Jun 2022,15 Jun 2022,21 Jun 2022,-,Dividend, 4.0000
18023,18023,532987,RBL,Rane Brake Lining Ltd,20 Jun 2022,Dividend - Rs. - 20.0000,21 Jun 2022,-,-,14 Jun 2022,20 Jun 2022,-,Dividend, 20.0000
18024,18024,530999,BALAMINES,Balaji Amines Ltd,21 Jun 2022,Final Dividend - Rs. - 6.0000,-,23 Jun 2022,29 Jun 2022,16 Jun 2022,22 Jun 2022,-,Final Dividend, 6.0000
18025,18025,500052,BEPL,Bhansali Engineering Polymers Ltd,21 Jun 2022,Final Dividend - Rs. - 1.0000,-,23 Jun 2022,29 Jun 2022,16 Jun 2022,22 Jun 2022,-,Final Dividend, 1.0000
18026,18026,523676,GOLKUNDIA,Golkunda Diamonds & Jewellery Ltd,21 Jun 2022,Final Dividend - Rs. - 1.5000,-,23 Jun 2022,29 Jun 2022,16 Jun 2022,22 Jun 2022,-,Final Dividend, 1.5000
18027,18027,504112,NELCO,Nelco Ltd,21 Jun 2022,Dividend - Rs. - 1.8000,-,23 Jun 2022,30 Jun 2022,16 Jun 2022,22 Jun 2022,-,Dividend, 1.8000
18028,18028,508941,PANCARBON,Panasonic Carbon India Company Ltd,21 Jun 2022,Dividend - Rs. - 12.0000,-,23 Jun 2022,29 Jun 2022,16 Jun 2022,22 Jun 2022,-,Dividend, 12.0000
18029,18029,542652,POLYCAB,Polycab India Ltd,21 Jun 2022,Dividend - Rs. - 14.0000,-,23 Jun 2022,29 Jun 2022,16 Jun 2022,22 Jun 2022,-,Dividend, 14.0000
18030,18030,505800,RANEHOLDIN,Rane Holdings Ltd,21 Jun 2022,Dividend - Rs. - 12.0000,22 Jun 2022,-,-,15 Jun 2022,21 Jun 2022,-,Dividend, 12.0000
18031,18031,509930,SUPREMEIND,Supreme Industries Ltd,21 Jun 2022,Final Dividend - Rs. - 18.0000,-,23 Jun 2022,29 Jun 2022,16 Jun 2022,22 Jun 2022,-,Final Dividend, 18.0000
18032,18032,530475,TINNARUBR,Tinna Rubber and Infrastructure Ltd,21 Jun 2022,Final Dividend - Rs. - 4.0000,22 Jun 2022,-,-,15 Jun 2022,21 Jun 2022,-,Final Dividend, 4.0000
18033,18033,507817,WIREFABR,Wires & Fabriks SA Ltd,21 Jun 2022,Dividend - Rs. - 0.1000,-,23 Jun 2022,29 Jun 2022,16 Jun 2022,22 Jun 2022,-,Dividend, 0.1000
18034,18034,514030,DEEPAKSP,Deepak Spinners Ltd,22 Jun 2022,Final Dividend - Rs. - 2.5000,-,24 Jun 2022,30 Jun 2022,17 Jun 2022,23 Jun 2022,-,Final Dividend, 2.5000
18035,18035,500171,GHCL,GHCL Ltd,22 Jun 2022,Final Dividend - Rs. - 10.0000,23 Jun 2022,-,-,16 Jun 2022,22 Jun 2022,-,Final Dividend, 10.0000
18036,18036,500171,GHCL,GHCL Ltd,22 Jun 2022,Special Dividend - Rs. - 5.0000,23 Jun 2022,-,-,16 Jun 2022,22 Jun 2022,-,Special Dividend, 5.0000
18037,18037,500850,INDHOTEL,Indian Hotels Company Ltd,22 Jun 2022,Dividend - Rs. - 0.4000,-,24 Jun 2022,30 Jun 2022,17 Jun 2022,23 Jun 2022,-,Dividend, 0.4000
18038,18038,539524,LALPATHLAB,Dr. Lal PathLabs Ltd,22 Jun 2022,Final Dividend - Rs. - 6.0000,23 Jun 2022,-,-,16 Jun 2022,22 Jun 2022,-,Final Dividend, 6.0000
18039,18039,543214,NDRAUTO,NDR Auto Components Ltd,22 Jun 2022,Final Dividend - Rs. - 2.5000,-,24 Jun 2022,30 Jun 2022,17 Jun 2022,23 Jun 2022,-,Final Dividend, 2.5000
18040,18040,524774,NGLFINE,NGL Fine Chem Ltd,22 Jun 2022,Final Dividend - Rs. - 1.7500,23 Jun 2022,-,-,16 Jun 2022,22 Jun 2022,-,Final Dividend, 1.7500
18041,18041,532461,PNB,Punjab National Bank,22 Jun 2022,Dividend - Rs. - 0.6400,-,24 Jun 2022,30 Jun 2022,17 Jun 2022,23 Jun 2022,-,Dividend, 0.6400
18042,18042,502090,SAGCEM,Sagar Cements Ltd,22 Jun 2022,Dividend - Rs. - 0.7000,-,24 Jun 2022,30 Jun 2022,17 Jun 2022,23 Jun 2022,-,Dividend, 0.7000
18043,18043,526479,SKYIND,Sky Industries Ltd,22 Jun 2022,Final Dividend - Rs. - 1.0000,23 Jun 2022,-,-,16 Jun 2022,22 Jun 2022,-,Final Dividend, 1.0000
18044,18044,532477,UNIONBANK,Union Bank of India,22 Jun 2022,Final Dividend - Rs. - 1.9000,-,24 Jun 2022,30 Jun 2022,17 Jun 2022,23 Jun 2022,-,Final Dividend, 1.9000
18045,18045,501370,WALCHPF,Walchand Peoplefirst Ltd,22 Jun 2022,Final Dividend - Rs. - 1.2500,-,24 Jun 2022,30 Jun 2022,17 Jun 2022,23 Jun 2022,-,Final Dividend, 1.2500
18046,18046,524634,ALUFLUOR,Alufluoride Ltd,23 Jun 2022,Final Dividend - Rs. - 1.0000,24 Jun 2022,-,-,17 Jun 2022,23 Jun 2022,-,Final Dividend, 1.0000
18047,18047,543232,CAMS,Computer Age Management Services Ltd,23 Jun 2022,Final Dividend - Rs. - 12.0000,24 Jun 2022,-,-,17 Jun 2022,23 Jun 2022,-,Final Dividend, 12.0000
18048,18048,542216,DALBHARAT,Dalmia Bharat Ltd,23 Jun 2022,Final Dividend - Rs. - 5.0000,25 Jun 2022,-,-,20 Jun 2022,23 Jun 2022,-,Final Dividend, 5.0000
18049,18049,543227,HAPPSTMNDS,Happiest Minds Technologies Ltd,23 Jun 2022,Final Dividend - Rs. - 2.0000,-,25 Jun 2022,30 Jun 2022,20 Jun 2022,23 Jun 2022,-,Final Dividend, 2.0000
18050,18050,537291,NATHBIOGEN,Nath Bio-Genes (India) Ltd,23 Jun 2022,Dividend - Rs. - 2.0000,-,25 Jun 2022,30 Jun 2022,20 Jun 2022,23 Jun 2022,-,Dividend, 2.0000
18051,18051,514162,WELSPUNLIV,Welspun Living Ltd,23 Jun 2022,Dividend - Rs. - 0.1500,-,27 Jun 2022,28 Jun 2022,20 Jun 2022,24 Jun 2022,-,Dividend, 0.1500
18052,18052,502355,BALKRISIND,Balkrishna Industries Ltd,24 Jun 2022,Final Dividend - Rs. - 4.0000,27 Jun 2022,-,-,20 Jun 2022,24 Jun 2022,-,Final Dividend, 4.0000
18053,18053,500472,SKFINDIA,SKF India Ltd,28 Jun 2022,Dividend - Rs. - 14.5000,29 Jun 2022,-,-,22 Jun 2022,28 Jun 2022,-,Dividend, 14.5000
18054,18054,500238,WHIRLPOOL,Whirlpool of India Ltd,28 Jun 2022,Final Dividend - Rs. - 5.0000,-,30 Jun 2022,06 Jul 2022,23 Jun 2022,29 Jun 2022,-,Final Dividend, 5.0000
18055,18055,543300,SONACOMS,Sona BLW Precision Forgings Ltd,29 Jun 2022,Final Dividend - Rs. - 0.7700,30 Jun 2022,-,-,23 Jun 2022,29 Jun 2022,-,Final Dividend, 0.7700
18056,18056,532156,VAIBHAVGBL,Vaibhav Global Ltd,29 Jun 2022,Final Dividend - Rs. - 1.5000,-,01 Jul 2022,01 Jul 2022,24 Jun 2022,30 Jun 2022,-,Final Dividend, 1.5000
18057,18057,542012,A1L,A-1 Ltd,30 Jun 2022,Final Dividend - Rs. - 1.5000,-,02 Jul 2022,08 Jul 2022,27 Jun 2022,30 Jun 2022,-,Final Dividend, 1.5000
18058,18058,532977,BAJAJ-AUTO,Bajaj Auto Ltd,30 Jun 2022,Dividend - Rs. - 140.0000,01 Jul 2022,-,-,24 Jun 2022,30 Jun 2022,-,Dividend, 140.0000
18059,18059,532978,BAJAJFINSV,Bajaj Finserv Ltd,30 Jun 2022,Dividend - Rs. - 4.0000,01 Jul 2022,-,-,24 Jun 2022,30 Jun 2022,-,Dividend, 4.0000
18060,18060,500490,BAJAJHLDNG,Bajaj Holdings & Investment Ltd,30 Jun 2022,Final Dividend - Rs. - 25.0000,01 Jul 2022,-,-,24 Jun 2022,30 Jun 2022,-,Final Dividend, 25.0000
18061,18061,500034,BAJFINANCE,Bajaj Finance Ltd,30 Jun 2022,Dividend - Rs. - 20.0000,01 Jul 2022,-,-,24 Jun 2022,30 Jun 2022,-,Dividend, 20.0000
18062,18062,532523,BIOCON,Biocon Ltd,30 Jun 2022,Final Dividend - Rs. - 0.5000,01 Jul 2022,-,-,24 Jun 2022,30 Jun 2022,-,Final Dividend, 0.5000
18063,18063,500495,ESCORTS,Escorts Kubota Ltd,30 Jun 2022,Dividend - Rs. - 7.0000,-,02 Jul 2022,14 Jul 2022,27 Jun 2022,30 Jun 2022,-,Dividend, 7.0000
18064,18064,513108,GANDHITUBE,Gandhi Special Tubes Ltd,30 Jun 2022,Final Dividend - Rs. - 10.0000,01 Jul 2022,-,-,24 Jun 2022,30 Jun 2022,-,Final Dividend, 10.0000
18065,18065,540005,LTIM,LTIMindtree Ltd,30 Jun 2022,Dividend - Rs. - 30.0000,01 Jul 2022,-,-,24 Jun 2022,30 Jun 2022,-,Dividend, 30.0000
18066,18066,500266,MAHSCOOTER,Maharashtra Scooters Ltd,30 Jun 2022,Final Dividend - Rs. - 80.0000,01 Jul 2022,-,-,24 Jun 2022,30 Jun 2022,-,Final Dividend, 80.0000
18067,18067,540767,NAM-INDIA,Nippon Life India Asset Management Ltd,30 Jun 2022,Final Dividend - Rs. - 7.5000,01 Jul 2022,-,-,24 Jun 2022,30 Jun 2022,-,Final Dividend, 7.5000
18068,18068,531209,NUCLEUS,Nucleus Software Exports Ltd,30 Jun 2022,Final Dividend - Rs. - 7.0000,-,02 Jul 2022,08 Jul 2022,27 Jun 2022,30 Jun 2022,-,Final Dividend, 7.0000
18069,18069,509220,PTL,PTL Enterprises Ltd,30 Jun 2022,Dividend - Rs. - 2.0000,01 Jul 2022,-,-,24 Jun 2022,30 Jun 2022,-,Dividend, 2.0000
18070,18070,500069,QUESTCAP,Quest Capital Markets Ltd,30 Jun 2022,Final Dividend - Rs. - 2.5000,-,02 Jul 2022,08 Jul 2022,27 Jun 2022,30 Jun 2022,-,Final Dividend, 2.5000
18071,18071,500330,RAYMOND,Raymond Ltd,30 Jun 2022,Final Dividend - Rs. - 3.0000,-,02 Jul 2022,14 Jul 2022,27 Jun 2022,30 Jun 2022,-,Final Dividend, 3.0000
18072,18072,533101,SURYAAMBA,Suryaamba Spinning Mills Ltd,30 Jun 2022,Final Dividend - Rs. - 1.0000,-,03 Jul 2022,09 Jul 2022,27 Jun 2022,30 Jun 2022,-,Final Dividend, 1.0000
18073,18073,500407,SWARAJENG,Swaraj Engines Ltd,30 Jun 2022,Dividend - Rs. - 80.0000,-,02 Jul 2022,08 Jul 2022,27 Jun 2022,30 Jun 2022,-,Dividend, 80.0000
18074,18074,539268,SYNGENE,Syngene International Ltd,30 Jun 2022,Special Dividend - Rs. - 0.5000,01 Jul 2022,-,-,24 Jun 2022,30 Jun 2022,-,Special Dividend, 0.5000
18075,18075,539268,SYNGENE,Syngene International Ltd,30 Jun 2022,Final Dividend - Rs. - 0.5000,01 Jul 2022,-,-,24 Jun 2022,30 Jun 2022,-,Final Dividend, 0.5000
18076,18076,532553,WELENT,Welspun Enterprises Ltd,30 Jun 2022,Final Dividend - Rs. - 1.5000,-,02 Jul 2022,04 Jul 2022,27 Jun 2022,30 Jun 2022,-,Final Dividend, 1.5000
18077,18077,515055,ANANTRAJ,Anant Raj Ltd,01 Jul 2022,Final Dividend - Rs. - 0.1200,-,05 Jul 2022,11 Jul 2022,28 Jun 2022,04 Jul 2022,-,Final Dividend, 0.1200
18078,18078,532285,GEOJITFSL,Geojit Financial Services Ltd,01 Jul 2022,Final Dividend - Rs. - 3.0000,04 Jul 2022,-,-,27 Jun 2022,01 Jul 2022,-,Final Dividend, 3.0000
18079,18079,532926,JYOTHYLAB,Jyothy Labs Ltd,01 Jul 2022,Final Dividend - Rs. - 2.5000,-,05 Jul 2022,15 Jul 2022,28 Jun 2022,04 Jul 2022,-,Final Dividend, 2.5000
18080,18080,533519,LTF,L&T Finance Ltd,01 Jul 2022,Final Dividend - Rs. - 0.5000,04 Jul 2022,-,-,27 Jun 2022,01 Jul 2022,-,Final Dividend, 0.5000
18081,18081,532892,MOTILALOFS,Motilal Oswal Financial Services Ltd,01 Jul 2022,Dividend - Rs. - 3.0000,04 Jul 2022,-,-,27 Jun 2022,01 Jul 2022,-,Dividend, 3.0000
18082,18082,503811,SIYSIL,Siyaram Silk Mills Ltd,01 Jul 2022,Final Dividend - Rs. - 3.2000,-,05 Jul 2022,07 Jul 2022,28 Jun 2022,04 Jul 2022,-,Final Dividend, 3.2000
18083,18083,590005,VEEDOL,Veedol Corporation Ltd,01 Jul 2022,Final Dividend - Rs. - 15.0000,-,05 Jul 2022,11 Jul 2022,28 Jun 2022,04 Jul 2022,-,Final Dividend, 15.0000
18084,18084,500228,JSWSTEEL,JSW Steel Ltd,04 Jul 2022,Final Dividend - Rs. - 17.3500,-,06 Jul 2022,08 Jul 2022,29 Jun 2022,05 Jul 2022,-,Final Dividend, 17.3500
18085,18085,532522,PETRONET,Petronet LNG Ltd,04 Jul 2022,Final Dividend - Rs. - 4.5000,05 Jul 2022,-,-,28 Jun 2022,04 Jul 2022,-,Final Dividend, 4.5000
18086,18086,514300,PIONEEREMB,Pioneer Embroideries Ltd,04 Jul 2022,Dividend - Rs. - 0.3000,05 Jul 2022,-,-,28 Jun 2022,04 Jul 2022,-,Dividend, 0.3000
18087,18087,533295,PSB,Punjab & Sind Bank,04 Jul 2022,Dividend - Rs. - 0.3100,-,06 Jul 2022,12 Jul 2022,29 Jun 2022,05 Jul 2022,-,Dividend, 0.3100
18088,18088,541167,YASHO,Yasho Industries Ltd,04 Jul 2022,Final Dividend - Rs. - 0.5000,05 Jul 2022,-,-,28 Jun 2022,04 Jul 2022,-,Final Dividend, 0.5000
18089,18089,526705,ELEMARB,Elegant Marbles & Grani Industries Ltd,05 Jul 2022,Final Dividend - Rs. - 2.7500,-,07 Jul 2022,13 Jul 2022,30 Jun 2022,06 Jul 2022,-,Final Dividend, 2.7500
18090,18090,526299,MPHASIS,Mphasis Ltd,05 Jul 2022,Dividend - Rs. - 46.0000,-,07 Jul 2022,21 Jul 2022,30 Jun 2022,06 Jul 2022,-,Dividend, 46.0000
18091,18091,590073,WHEELS,Wheels India Ltd,05 Jul 2022,Dividend - Rs. - 8.3000,-,07 Jul 2022,13 Jul 2022,30 Jun 2022,06 Jul 2022,-,Dividend, 8.3000
18092,18092,500040,ABREL,Aditya Birla Real Estate Ltd,06 Jul 2022,Dividend - Rs. - 4.0000,-,08 Jul 2022,18 Jul 2022,01 Jul 2022,07 Jul 2022,-,Dividend, 4.0000
18093,18093,532460,PONNIERODE,Ponni Sugars (Erode) Ltd,06 Jul 2022,Dividend - Rs. - 5.5000,-,08 Jul 2022,20 Jul 2022,01 Jul 2022,07 Jul 2022,-,Dividend, 5.5000
18094,18094,506820,ASTRAZEN,AstraZeneca Pharma India Ltd,07 Jul 2022,Final Dividend - Rs. - 8.0000,08 Jul 2022,-,-,01 Jul 2022,07 Jul 2022,-,Final Dividend, 8.0000
18095,18095,532215,AXISBANK,AXIS Bank Ltd,07 Jul 2022,Final Dividend - Rs. - 1.0000,08 Jul 2022,-,-,01 Jul 2022,07 Jul 2022,-,Final Dividend, 1.0000
18096,18096,532149,BANKINDIA,Bank of India,07 Jul 2022,Final Dividend - Rs. - 2.0000,08 Jul 2022,-,-,01 Jul 2022,07 Jul 2022,-,Final Dividend, 2.0000
18097,18097,539876,CROMPTON,Crompton Greaves Consumer Electricals Ltd,07 Jul 2022,Final Dividend - Rs. - 2.5000,-,09 Jul 2022,22 Jul 2022,04 Jul 2022,07 Jul 2022,-,Final Dividend, 2.5000
18098,18098,523367,DCMSHRIRAM,DCM Shriram Ltd,07 Jul 2022,Dividend - Rs. - 4.9000,08 Jul 2022,-,-,01 Jul 2022,07 Jul 2022,-,Dividend, 4.9000
18099,18099,500660,GLAXO,GlaxoSmithKline Pharmaceuticals Ltd,07 Jul 2022,Dividend - Rs. - 30.0000,08 Jul 2022,-,-,01 Jul 2022,07 Jul 2022,-,Dividend, 30.0000
18100,18100,500660,GLAXO,GlaxoSmithKline Pharmaceuticals Ltd,07 Jul 2022,Special Dividend - Rs. - 60.0000,08 Jul 2022,-,-,01 Jul 2022,07 Jul 2022,-,Special Dividend, 60.0000
18101,18101,538979,GREENLAM,Greenlam Industries Ltd,07 Jul 2022,Final Dividend - Rs. - 1.2000,08 Jul 2022,-,-,01 Jul 2022,07 Jul 2022,-,Final Dividend, 1.2000
18102,18102,526217,HITECHCORP,Hitech Corporation Ltd,07 Jul 2022,Dividend - Rs. - 1.0000,08 Jul 2022,-,-,01 Jul 2022,07 Jul 2022,-,Dividend, 1.0000
18103,18103,509692,INDIANCARD,Indian Card Clothing Company Ltd,07 Jul 2022,Interim Dividend - Rs. - 25.0000,08 Jul 2022,-,-,01 Jul 2022,07 Jul 2022,-,Interim Dividend, 25.0000
18104,18104,523405,JMFINANCIL,JM Financial Ltd,07 Jul 2022,Final Dividend - Rs. - 1.1500,-,11 Jul 2022,15 Jul 2022,04 Jul 2022,08 Jul 2022,-,Final Dividend, 1.1500
18105,18105,540115,LTTS,L&T Technology Services Ltd,07 Jul 2022,Final Dividend - Rs. - 15.0000,-,09 Jul 2022,15 Jul 2022,04 Jul 2022,07 Jul 2022,-,Final Dividend, 15.0000
18106,18106,522249,MAYURUNIQ,Mayur Uniquoters Ltd,07 Jul 2022,Final Dividend - Rs. - 2.0000,-,09 Jul 2022,11 Jul 2022,04 Jul 2022,07 Jul 2022,-,Final Dividend, 2.0000
18107,18107,532504,NAVINFLUOR,Navin Fluorine International Ltd,07 Jul 2022,Final Dividend - Rs. - 6.0000,08 Jul 2022,-,-,01 Jul 2022,07 Jul 2022,-,Final Dividend, 6.0000
18108,18108,523385,NILKAMAL,Nilkamal Ltd,07 Jul 2022,Final Dividend - Rs. - 15.0000,-,09 Jul 2022,16 Jul 2022,04 Jul 2022,07 Jul 2022,-,Final Dividend, 15.0000
18109,18109,533273,OBEROIRLTY,Oberoi Realty Ltd,07 Jul 2022,Final Dividend - Rs. - 3.0000,08 Jul 2022,-,-,01 Jul 2022,07 Jul 2022,-,Final Dividend, 3.0000
18110,18110,543213,ROSSARI,Rossari Biotech Ltd,07 Jul 2022,Final Dividend - Rs. - 0.5000,-,09 Jul 2022,15 Jul 2022,04 Jul 2022,07 Jul 2022,-,Final Dividend, 0.5000
18111,18111,522152,SOLIMAC,Solitaire Machine Tools Ltd,07 Jul 2022,Final Dividend - Rs. - 1.2000,-,10 Jul 2022,16 Jul 2022,04 Jul 2022,07 Jul 2022,-,Final Dividend, 1.2000
18112,18112,539017,STARHFL,Star Housing Finance Ltd,07 Jul 2022,Final Dividend - Rs. - 0.2000,-,10 Jul 2022,16 Jul 2022,04 Jul 2022,07 Jul 2022,-,Final Dividend, 0.2000
18113,18113,532539,UNOMINDA,UNO Minda Ltd,07 Jul 2022,Final Dividend - Rs. - 1.0000,08 Jul 2022,-,-,01 Jul 2022,07 Jul 2022,-,Final Dividend, 1.0000
18114,18114,516072,VISHNU,Vishnu Chemicals Ltd,07 Jul 2022,Final Dividend - Rs. - 2.0000,-,09 Jul 2022,15 Jul 2022,04 Jul 2022,07 Jul 2022,-,Final Dividend, 2.0000
18115,18115,533023,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd,07 Jul 2022,Dividend - Rs. - 12.0000,-,09 Jul 2022,27 Jul 2022,04 Jul 2022,07 Jul 2022,-,Dividend, 12.0000
18116,18116,500210,INGERRAND,Ingersoll-Rand (India) Ltd,08 Jul 2022,Dividend - Rs. - 20.0000,-,12 Jul 2022,14 Jul 2022,05 Jul 2022,11 Jul 2022,-,Dividend, 20.0000
18117,18117,533155,JUBLFOOD,Jubilant FoodWorks Ltd,08 Jul 2022,Final Dividend - Rs. - 1.2000,11 Jul 2022,-,-,04 Jul 2022,08 Jul 2022,-,Final Dividend, 1.2000
18118,18118,517206,LUMAXIND,Lumax Industries Ltd,08 Jul 2022,Final Dividend - Rs. - 13.5000,-,12 Jul 2022,22 Jul 2022,05 Jul 2022,11 Jul 2022,-,Final Dividend, 13.5000
18119,18119,532796,LUMAXTECH,Lumax Auto Technologies Ltd,08 Jul 2022,Final Dividend - Rs. - 3.5000,-,12 Jul 2022,22 Jul 2022,05 Jul 2022,11 Jul 2022,-,Final Dividend, 3.5000
18120,18120,517536,ONWARDTEC,Onward Technologies Ltd,08 Jul 2022,Final Dividend - Rs. - 3.0000,-,12 Jul 2022,18 Jul 2022,05 Jul 2022,11 Jul 2022,-,Final Dividend, 3.0000
18121,18121,590071,SUNDARMFIN,Sundaram Finance Ltd,08 Jul 2022,Final Dividend - Rs. - 10.0000,-,12 Jul 2022,27 Jul 2022,06 Jul 2022,11 Jul 2022,-,Final Dividend, 10.0000
18122,18122,500114,TITAN,Titan Company Ltd,08 Jul 2022,Dividend - Rs. - 7.5000,-,12 Jul 2022,26 Jul 2022,05 Jul 2022,11 Jul 2022,-,Dividend, 7.5000
18123,18123,522295,CONTROLPR,Control Print Ltd,11 Jul 2022,Dividend - Rs. - 5.0000,-,13 Jul 2022,19 Jul 2022,06 Jul 2022,12 Jul 2022,-,Dividend, 5.0000
18124,18124,500124,DRREDDY,Dr Reddys Laboratories Ltd,11 Jul 2022,Final Dividend - Rs. - 30.0000,-,13 Jul 2022,15 Jul 2022,06 Jul 2022,12 Jul 2022,-,Final Dividend, 30.0000
18125,18125,505283,KIRLPNU,Kirloskar Pneumatic Company Ltd,11 Jul 2022,Final Dividend - Rs. - 2.4000,-,13 Jul 2022,20 Jul 2022,06 Jul 2022,12 Jul 2022,-,Final Dividend, 2.4000
18126,18126,533179,PERSISTENT,Persistent Systems Ltd,11 Jul 2022,Final Dividend - Rs. - 11.0000,-,13 Jul 2022,19 Jul 2022,06 Jul 2022,12 Jul 2022,-,Final Dividend, 11.0000
18127,18127,500333,PIXTRANS,Pix Transmissions Ltd,11 Jul 2022,Final Dividend - Rs. - 6.0000,-,13 Jul 2022,20 Jul 2022,06 Jul 2022,12 Jul 2022,-,Final Dividend, 6.0000
18128,18128,540649,AVADHSUGAR,Avadh Sugar & Energy Ltd,12 Jul 2022,Dividend - Rs. - 10.0000,-,14 Jul 2022,20 Jul 2022,07 Jul 2022,13 Jul 2022,-,Dividend, 10.0000
18129,18129,532955,RECLTD,REC Ltd,12 Jul 2022,Final Dividend - Rs. - 4.8000,13 Jul 2022,-,-,06 Jul 2022,12 Jul 2022,-,Final Dividend, 4.8000
18130,18130,502450,SESHAPAPER,Seshasayee Paper and Boards Ltd,12 Jul 2022,Final Dividend - Rs. - 2.5000,-,14 Jul 2022,23 Jul 2022,07 Jul 2022,13 Jul 2022,-,Final Dividend, 2.5000
18131,18131,543374,ABSLAMC,Aditya Birla Sun Life AMC Ltd,13 Jul 2022,Final Dividend - Rs. - 5.8500,14 Jul 2022,-,-,07 Jul 2022,13 Jul 2022,-,Final Dividend, 5.8500
18132,18132,526433,ASMTEC,ASM Technologies Ltd,13 Jul 2022,Final Dividend - Rs. - 2.5000,-,15 Jul 2022,16 Jul 2022,08 Jul 2022,14 Jul 2022,-,Final Dividend, 2.5000
18133,18133,540650,MAGADSUGAR,Magadh Sugar & Energy Ltd,13 Jul 2022,Dividend - Rs. - 6.5000,-,15 Jul 2022,21 Jul 2022,08 Jul 2022,14 Jul 2022,-,Dividend, 6.5000
18134,18134,530365,ORIENTBELL,Orient Bell Ltd,13 Jul 2022,Dividend - Rs. - 1.0000,-,15 Jul 2022,21 Jul 2022,08 Jul 2022,14 Jul 2022,-,Dividend, 1.0000
18135,18135,506605,POLYCHEM,Polychem Ltd,13 Jul 2022,Final Dividend - Rs. - 3.0000,-,15 Jul 2022,22 Jul 2022,08 Jul 2022,14 Jul 2022,-,Final Dividend, 3.0000
18136,18136,540425,SHANKARA,Shankara Building Products Ltd,13 Jul 2022,Final Dividend - Rs. - 1.0000,-,15 Jul 2022,22 Jul 2022,08 Jul 2022,14 Jul 2022,-,Final Dividend, 1.0000
18137,18137,500387,SHREECEM,Shree Cement Ltd,13 Jul 2022,Final Dividend - Rs. - 45.0000,14 Jul 2022,-,-,07 Jul 2022,13 Jul 2022,-,Final Dividend, 45.0000
18138,18138,509966,VSTIND,VST Industries Ltd,13 Jul 2022,Dividend - Rs. - 140.0000,-,15 Jul 2022,29 Jul 2022,08 Jul 2022,14 Jul 2022,-,Dividend, 140.0000
18139,18139,505412,WENDT,Wendt (India) Ltd,13 Jul 2022,Final Dividend - Rs. - 45.0000,-,15 Jul 2022,22 Jul 2022,08 Jul 2022,14 Jul 2022,-,Final Dividend, 45.0000
