,Unnamed: 0,Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date,type,dividend
130,130,533158,THANGAMAYL,Thangamayil Jewellery Ltd,19 Mar 2010,Interim Dividend - Rs. - 3.0000,22 Mar 2010,-,-,12 Mar 2010,19 Mar 2010,-,Interim Dividend, 3.0000
131,131,504959,STOVACQ,Stovec Industries Ltd,22 Mar 2010,Dividend - Rs. - 10.5000,-,24 Mar 2010,30 Mar 2010,17 Mar 2010,22 Mar 2010,-,Dividend, 10.5000
132,132,500410,ACC,ACC Ltd,23 Mar 2010,Final Dividend - Rs. - 13.0000,-,26 Mar 2010,08 Apr 2010,18 Mar 2010,25 Mar 2010,-,Final Dividend, 13.0000
133,133,507552,FOODSIN,Foods & Inns Ltd,23 Mar 2010,Dividend - Rs. - 1.8000,-,26 Mar 2010,31 Mar 2010,18 Mar 2010,25 Mar 2010,-,Dividend, 1.8000
134,134,532234,NATIONALUM,National Aluminium Company Ltd,23 Mar 2010,Interim Dividend - Rs. - 1.5000,25 Mar 2010,-,-,17 Mar 2010,23 Mar 2010,-,Interim Dividend, 1.5000
135,135,532178,ENGINERSIN,Engineers India Ltd,26 Mar 2010,Interim Dividend - Rs. - 100.0000,29 Mar 2010,-,-,19 Mar 2010,26 Mar 2010,-,Interim Dividend, 100.0000
136,136,500166,GOODRICKE,Goodricke Group Ltd,30 Mar 2010,Dividend - Rs. - 4.0000,-,05 Apr 2010,13 Apr 2010,26 Mar 2010,01 Apr 2010,-,Dividend, 4.0000
137,137,532915,RELIGARE,Religare Enterprises Ltd,30 Mar 2010,Interim Dividend - Rs. - 2.0000,01 Apr 2010,-,-,25 Mar 2010,30 Mar 2010,-,Interim Dividend, 2.0000
138,138,505790,SCHAEFFLER,Schaeffler India Ltd,30 Mar 2010,Dividend - Rs. - 4.5000,-,01 Apr 2010,05 Apr 2010,25 Mar 2010,30 Mar 2010,-,Dividend, 4.5000
139,139,526612,BLUEDART,Blue Dart Express Ltd,31 Mar 2010,Dividend - Rs. - 1.0000,-,06 Apr 2010,13 Apr 2010,26 Mar 2010,05 Apr 2010,-,Dividend, 1.0000
140,140,517174,HONAUT,Honeywell Automation India Ltd,31 Mar 2010,Dividend - Rs. - 10.0000,-,06 Apr 2010,15 Apr 2010,26 Mar 2010,05 Apr 2010,-,Dividend, 10.0000
141,141,500150,FOSECOIND,Foseco India Ltd,05 Apr 2010,Final Dividend - Rs. - 7.0000,-,07 Apr 2010,16 Apr 2010,30 Mar 2010,06 Apr 2010,-,Final Dividend, 7.0000
142,142,500472,SKFINDIA,SKF India Ltd,05 Apr 2010,Dividend - Rs. - 4.0000,-,07 Apr 2010,13 Apr 2010,30 Mar 2010,06 Apr 2010,-,Dividend, 4.0000
143,143,533163,ARSSINFRA,ARSS Infrastructure Projects Ltd,06 Apr 2010,Interim Dividend - Rs. - 2.0000,07 Apr 2010,-,-,30 Mar 2010,06 Apr 2010,-,Interim Dividend, 2.0000
144,144,500674,SANOFI,Sanofi India Ltd,07 Apr 2010,Final Dividend - Rs. - 16.5000,-,09 Apr 2010,27 Apr 2010,31 Mar 2010,08 Apr 2010,-,Final Dividend, 16.5000
145,145,500830,COLPAL,Colgate Palmolive (India) Ltd,08 Apr 2010,Interim Dividend - Rs. - 5.0000,09 Apr 2010,-,-,31 Mar 2010,08 Apr 2010,-,Interim Dividend, 5.0000
146,146,533121,EXPLEOSOL,Expleo Solutions Ltd,08 Apr 2010,Interim Dividend - Rs. - 1.0000,09 Apr 2010,-,-,31 Mar 2010,08 Apr 2010,-,Interim Dividend, 1.0000
147,147,503806,SRF,SRF Ltd,08 Apr 2010,Interim Dividend - Rs. - 7.0000,09 Apr 2010,-,-,31 Mar 2010,08 Apr 2010,-,Interim Dividend, 7.0000
148,148,506390,HEUBACHIND,Heubach Colorants India Ltd,09 Apr 2010,Final Dividend - Rs. - 15.0000,-,13 Apr 2010,23 Apr 2010,06 Apr 2010,12 Apr 2010,-,Final Dividend, 15.0000
149,149,532762,ACE,Action Construction Equipment Ltd,12 Apr 2010,Interim Dividend - Rs. - 1.0000,14 Apr 2010,-,-,07 Apr 2010,12 Apr 2010,-,Interim Dividend, 1.0000
150,150,522275,GVTD,GE Vernova T&D India Ltd,13 Apr 2010,Dividend - Rs. - 1.8000,-,16 Apr 2010,23 Apr 2010,08 Apr 2010,15 Apr 2010,-,Dividend, 1.8000
151,151,500182,HEROMOTOCO,Hero MotoCorp Ltd,13 Apr 2010,Interim Dividend - Rs. - 80.0000,15 Apr 2010,-,-,07 Apr 2010,13 Apr 2010,-,Interim Dividend, 80.0000
152,152,500249,KSB,KSB Ltd,15 Apr 2010,Dividend - Rs. - 10.5000,-,19 Apr 2010,29 Apr 2010,09 Apr 2010,16 Apr 2010,-,Dividend, 10.5000
153,153,500680,PFIZER,Pfizer Ltd,15 Apr 2010,Dividend - Rs. - 12.5000,-,17 Apr 2010,26 Apr 2010,09 Apr 2010,15 Apr 2010,-,Dividend, 12.5000
154,154,506222,STYRENIX,Styrenix Performance Materials Ltd,15 Apr 2010,Dividend - Rs. - 3.5000,-,19 Apr 2010,23 Apr 2010,09 Apr 2010,16 Apr 2010,-,Dividend, 3.5000
155,155,509820,HUHTAMAKI,Huhtamaki India Ltd,16 Apr 2010,Dividend - Rs. - 3.0000,-,20 Apr 2010,27 Apr 2010,12 Apr 2010,19 Apr 2010,-,Dividend, 3.0000
156,156,520113,VESUVIUS,Vesuvius India Ltd,16 Apr 2010,Dividend - Rs. - 3.7500,-,20 Apr 2010,27 Apr 2010,12 Apr 2010,19 Apr 2010,-,Dividend, 3.7500
157,157,509496,ITDCEM,ITD Cementation India Ltd,21 Apr 2010,Dividend - Rs. - 1.0000,-,23 Apr 2010,27 Apr 2010,16 Apr 2010,22 Apr 2010,-,Dividend, 1.0000
158,158,512179,SUNTECK,Sunteck Realty Ltd,21 Apr 2010,Interim Dividend - Rs. - 0.1200,22 Apr 2010,-,-,15 Apr 2010,21 Apr 2010,-,Interim Dividend, 0.1200
159,159,502355,BALKRISIND,Balkrishna Industries Ltd-$,22 Apr 2010,Interim Dividend - Rs. - 7.0000,23 Apr 2010,-,-,16 Apr 2010,22 Apr 2010,-,Interim Dividend, 7.0000
160,160,500092,CRISIL,CRISIL Ltd,22 Apr 2010,Interim Dividend - Rs. - 125.0000,23 Apr 2010,-,-,16 Apr 2010,22 Apr 2010,-,Interim Dividend, 125.0000
161,161,513059,GSAUTO,GS Auto International Ltd,22 Apr 2010,Interim Dividend - Rs. - 0.5500,23 Apr 2010,-,-,16 Apr 2010,22 Apr 2010,-,Interim Dividend, 0.5500
162,162,533033,ISGEC,ISGEC Heavy Engineering Ltd,22 Apr 2010,Interim Dividend - Rs. - 9.0000,23 Apr 2010,-,-,16 Apr 2010,22 Apr 2010,-,Interim Dividend, 9.0000
163,163,532889,KPRMILL,K.P.R. Mill Limited,22 Apr 2010,Interim Dividend - Rs. - 4.0000,23 Apr 2010,-,-,16 Apr 2010,22 Apr 2010,-,Interim Dividend, 4.0000
164,164,503811,SIYSIL,Siyaram Silk Mills Ltd-$,22 Apr 2010,Interim Dividend - Rs. - 6.0000,23 Apr 2010,-,-,16 Apr 2010,22 Apr 2010,-,Interim Dividend, 6.0000
165,165,520155,STARLOG,Starlog Enterprises Ltd,22 Apr 2010,Interim Dividend - Rs. - 4.0000,24 Apr 2010,-,-,19 Apr 2010,22 Apr 2010,-,Interim Dividend, 4.0000
166,166,500790,NESTLEIND,Nestle India Ltd,23 Apr 2010,Final Dividend - Rs. - 21.5000,-,27 Apr 2010,28 Apr 2010,20 Apr 2010,26 Apr 2010,-,Final Dividend, 21.5000
167,167,532281,HCLTECH,HCL Technologies Ltd,26 Apr 2010,Interim Dividend - Rs. - 1.0000,27 Apr 2010,-,-,20 Apr 2010,26 Apr 2010,-,Interim Dividend, 1.0000
168,168,500123,ELANTAS,Elantas Beck India Ltd-$,28 Apr 2010,Dividend - Rs. - 4.5000,-,30 Apr 2010,06 May 2010,23 Apr 2010,29 Apr 2010,-,Dividend, 4.5000
169,169,507488,GMBREW,GM Breweries Ltd,28 Apr 2010,Dividend - Rs. - 2.0000,-,30 Apr 2010,06 May 2010,23 Apr 2010,29 Apr 2010,-,Dividend, 2.0000
170,170,505537,ZEEL,Zee Entertainment Enterprises Ltd,29 Apr 2010,Dividend - Rs. - 2.0000,30 Apr 2010,-,-,23 Apr 2010,29 Apr 2010,-,Dividend, 2.0000
171,171,500002,ABB,ABB India Ltd,03 May 2010,Dividend - Rs. - 2.0000,-,05 May 2010,11 May 2010,28 Apr 2010,04 May 2010,-,Dividend, 2.0000
172,172,524370,BODALCHEM,Bodal Chemicals Ltd,03 May 2010,Interim Dividend - Rs. - 1.8000,04 May 2010,-,-,27 Apr 2010,03 May 2010,-,Interim Dividend, 1.8000
173,173,532424,GODREJCP,Godrej Consumer Products Ltd,03 May 2010,Interim Dividend - Rs. - 1.2500,04 May 2010,-,-,27 Apr 2010,03 May 2010,-,Interim Dividend, 1.2500
174,174,532240,INDNIPPON,India Nippon Electricals Ltd,03 May 2010,Interim Dividend - Rs. - 4.0000,04 May 2010,-,-,27 Apr 2010,03 May 2010,-,Interim Dividend, 4.0000
175,175,531642,MARICO,Marico Ltd,03 May 2010,Interim Dividend - Rs. - 0.3600,04 May 2010,-,-,27 Apr 2010,03 May 2010,-,Interim Dividend, 0.3600
176,176,533179,PERSISTENT,Persistent Systems Ltd,03 May 2010,Interim Dividend - Rs. - 1.5000,-,05 May 2010,05 May 2010,28 Apr 2010,04 May 2010,-,Interim Dividend, 1.5000
177,177,500355,RALLIS,Rallis India Ltd,03 May 2010,Dividend - Rs. - 10.0000,-,05 May 2010,07 May 2010,28 Apr 2010,04 May 2010,-,Dividend, 10.0000
178,178,500413,THOMASCOOK,Thomas Cook (India) Ltd,04 May 2010,Dividend - Rs. - 0.3700,-,06 May 2010,12 May 2010,29 Apr 2010,05 May 2010,-,Dividend, 0.3700
179,179,511243,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,05 May 2010,Interim Dividend - Rs. - 1.0000,06 May 2010,-,-,29 Apr 2010,05 May 2010,-,Interim Dividend, 1.0000
180,180,532144,WELCORP,Welspun Corp Ltd,05 May 2010,Dividend - Rs. - 2.0000,-,07 May 2010,11 May 2010,30 Apr 2010,06 May 2010,-,Dividend, 2.0000
181,181,506820,ASTRAZEN,AstraZeneca Pharma India Ltd,06 May 2010,Dividend - Rs. - 10.0000,-,08 May 2010,20 May 2010,03 May 2010,06 May 2010,-,Dividend, 10.0000
182,182,500043,BATAINDIA,Bata India Ltd,06 May 2010,Dividend - Rs. - 3.0000,-,08 May 2010,27 May 2010,03 May 2010,06 May 2010,-,Dividend, 3.0000
183,183,532175,CYIENT,Cyient Ltd,06 May 2010,Dividend - Rs. - 2.0000,-,10 May 2010,12 May 2010,03 May 2010,07 May 2010,-,Dividend, 2.0000
184,184,501455,GREAVESCOT,Greaves Cotton Ltd,06 May 2010,Interim Dividend - Rs. - 2.0000,07 May 2010,-,-,30 Apr 2010,06 May 2010,-,Interim Dividend, 2.0000
185,185,532379,FIRSTFIN,First Fintec Ltd,07 May 2010,Interim Dividend - Rs. - 0.0500,10 May 2010,-,-,03 May 2010,07 May 2010,-,Interim Dividend, 0.0500
186,186,500179,HCL-INSYS,HCL Infosystems Ltd,07 May 2010,Interim Dividend - Rs. - 2.0000,10 May 2010,-,-,03 May 2010,07 May 2010,-,Interim Dividend, 2.0000
187,187,532735,RSYSTEMS,R Systems International Ltd,07 May 2010,Dividend - Rs. - 2.4000,-,11 May 2010,20 May 2010,04 May 2010,10 May 2010,-,Dividend, 2.4000
188,188,522074,ELGIEQUIP,Elgi Equipments Ltd,10 May 2010,Interim Dividend - Rs. - 1.2500,11 May 2010,-,-,04 May 2010,10 May 2010,-,Interim Dividend, 1.2500
189,189,506109,GENESYS,Genesys International Corporation Ltd,10 May 2010,Interim Dividend - Rs. - 1.0000,11 May 2010,-,-,04 May 2010,10 May 2010,-,Interim Dividend, 1.0000
190,190,500325,RELIANCE,Reliance Industries Ltd,10 May 2010,Dividend - Rs. - 7.0000,-,12 May 2010,19 May 2010,05 May 2010,11 May 2010,-,Dividend, 7.0000
191,191,505255,GMMPFAUDLR,GMM Pfaudler Ltd,11 May 2010,Interim Dividend - Rs. - 0.7000,12 May 2010,-,-,05 May 2010,11 May 2010,-,Interim Dividend, 0.7000
192,192,524735,HIKAL,Hikal Ltd,11 May 2010,Interim Dividend - Rs. - 4.0000,12 May 2010,-,-,05 May 2010,11 May 2010,-,Interim Dividend, 4.0000
193,193,500780,ZUARIIND,Zuari Industries Ltd,11 May 2010,Dividend - Rs. - 4.5000,-,13 May 2010,20 May 2010,06 May 2010,12 May 2010,-,Dividend, 4.5000
194,194,532749,ALLCARGO,Allcargo Logistics Ltd,12 May 2010,Dividend - Rs. - 0.5000,-,14 May 2010,20 May 2010,07 May 2010,13 May 2010,-,Dividend, 0.5000
195,195,500165,KANSAINER,Kansai Nerolac Paints Ltd,12 May 2010,Dividend - Rs. - 15.0000,-,14 May 2010,14 May 2010,07 May 2010,13 May 2010,-,Dividend, 15.0000
196,196,500530,BOSCHLTD,Bosch Ltd,13 May 2010,Dividend - Rs. - 30.0000,-,15 May 2010,28 May 2010,10 May 2010,13 May 2010,-,Dividend, 30.0000
197,197,533181,ISFT,Intrasoft Technologies Ltd,13 May 2010,Interim Dividend - Rs. - 0.7500,14 May 2010,-,-,07 May 2010,13 May 2010,-,Interim Dividend, 0.7500
198,198,531539,RISHDIGA,Rishabh Digha Steel & Allied Products Ltd-$,13 May 2010,Dividend - Rs. - 1.0000,-,17 May 2010,21 May 2010,10 May 2010,14 May 2010,-,Dividend, 1.0000
199,199,506146,VIVIDHA,Visagar Polytex Ltd,13 May 2010,Interim Dividend - Rs. - 0.1000,15 May 2010,-,-,10 May 2010,13 May 2010,-,Interim Dividend, 0.1000
200,200,500150,FOSECOIND,Foseco India Ltd,14 May 2010,Interim Dividend - Rs. - 1.0000,17 May 2010,-,-,10 May 2010,14 May 2010,-,Interim Dividend, 1.0000
201,201,523457,LINDEINDIA,Linde India Ltd,14 May 2010,Dividend - Rs. - 1.5000,-,18 May 2010,24 May 2010,11 May 2010,17 May 2010,-,Dividend, 1.5000
202,202,506690,UNICHEMLAB,Unichem Laboratories Ltd,14 May 2010,Interim Dividend - Rs. - 7.0000,17 May 2010,-,-,10 May 2010,14 May 2010,-,Interim Dividend, 7.0000
203,203,505890,KENNAMET,Kennametal India Ltd-$,17 May 2010,Interim Dividend - Rs. - 13.0000,18 May 2010,-,-,11 May 2010,17 May 2010,-,Interim Dividend, 13.0000
204,204,532940,JKIL,J. Kumar Infraprojects Ltd,18 May 2010,Interim Dividend - Rs. - 2.2500,19 May 2010,-,-,12 May 2010,18 May 2010,-,Interim Dividend, 2.2500
205,205,532356,TRIVENI,Triveni Engineering & Industries Ltd,18 May 2010,Interim Dividend - Rs. - 0.4000,19 May 2010,-,-,12 May 2010,18 May 2010,-,Interim Dividend, 0.4000
206,206,500390,RELINFRA,Reliance Infrastructure Ltd,19 May 2010,Interim Dividend - Rs. - 7.1000,20 May 2010,-,-,13 May 2010,19 May 2010,-,Interim Dividend, 7.1000
207,207,532215,AXISBANK,AXIS Bank Ltd,20 May 2010,Dividend - Rs. - 12.0000,-,24 May 2010,08 Jun 2010,17 May 2010,21 May 2010,-,Dividend, 12.0000
208,208,532339,COMPUSOFT,Compucom Software Ltd-$,20 May 2010,Interim Dividend - Rs. - 0.2000,21 May 2010,-,-,14 May 2010,20 May 2010,-,Interim Dividend, 0.2000
209,209,500089,DICIND,DIC India Ltd,20 May 2010,Dividend - Rs. - 4.0000,-,24 May 2010,02 Jun 2010,17 May 2010,21 May 2010,-,Dividend, 4.0000
210,210,505893,HINDHARD,Hindustan Hardy Ltd,20 May 2010,Dividend - Rs. - 1.0000,-,24 May 2010,31 May 2010,17 May 2010,21 May 2010,-,Dividend, 1.0000
211,211,500313,OILCOUNTUB,Oil Country Tubular Ltd,20 May 2010,Dividend - Rs. - 2.0000,-,24 May 2010,26 May 2010,17 May 2010,21 May 2010,-,Dividend, 2.0000
212,212,526725,SANDESH,Sandesh Ltd,20 May 2010,Dividend - Rs. - 3.0000,-,22 May 2010,27 May 2010,17 May 2010,20 May 2010,-,Dividend, 3.0000
213,213,513097,SBCL,Shivalik Bimetal Controls Ltd,20 May 2010,Interim Dividend - Rs. - 0.2000,21 May 2010,-,-,14 May 2010,20 May 2010,-,Interim Dividend, 0.2000
214,214,503657,VEERENRGY,Veer Energy & Infrastructure Ltd,20 May 2010,Dividend - Rs. - 0.0600,-,24 May 2010,27 May 2010,17 May 2010,21 May 2010,-,Dividend, 0.0600
215,215,532531,STAR,Strides Pharma Science Ltd,21 May 2010,Dividend - Rs. - 1.5000,-,25 May 2010,31 May 2010,18 May 2010,24 May 2010,-,Dividend, 1.5000
216,216,500168,GOODYEAR,Goodyear India Ltd,24 May 2010,Dividend - Rs. - 7.0000,-,26 May 2010,04 Jun 2010,20 May 2010,24 May 2010,-,Dividend, 7.0000
217,217,500133,ESABINDIA,Esab India Ltd,26 May 2010,Interim Dividend - Rs. - 10.0000,28 May 2010,-,-,21 May 2010,27 May 2010,-,Interim Dividend, 10.0000
218,218,500209,INFY,Infosys Ltd,26 May 2010,Dividend - Rs. - 15.0000,-,29 May 2010,12 Jun 2010,21 May 2010,27 May 2010,-,Dividend, 15.0000
219,219,532388,IOB,Indian Overseas Bank,26 May 2010,Dividend - Rs. - 3.5000,-,29 May 2010,04 Jun 2010,21 May 2010,27 May 2010,-,Dividend, 3.5000
220,220,500185,HCC,Hindustan Construction Company Ltd,28 May 2010,Dividend - Rs. - 0.8000,-,01 Jun 2010,11 Jun 2010,25 May 2010,31 May 2010,-,Dividend, 0.8000
221,221,532366,PNBGILTS,PNB Gilts Ltd,28 May 2010,Dividend - Rs. - 1.0000,-,01 Jun 2010,08 Jun 2010,25 May 2010,31 May 2010,-,Dividend, 1.0000
222,222,504614,SARDAEN,Sarda Energy & Minerals Ltd-$,28 May 2010,Dividend - Rs. - 3.0000,-,01 Jun 2010,05 Jun 2010,25 May 2010,31 May 2010,-,Dividend, 3.0000
223,223,500339,RAIN,Rain Industries Ltd,31 May 2010,Dividend - Rs. - 3.7000,-,02 Jun 2010,07 Jun 2010,25 May 2010,01 Jun 2010,-,Dividend, 3.7000
224,224,505750,JOSTS,Josts Engineering Company Ltd,01 Jun 2010,Dividend - Rs. - 10.0000,-,03 Jun 2010,07 Jun 2010,26 May 2010,02 Jun 2010,-,Dividend, 10.0000
225,225,532960,DHANI,Dhani Services Ltd,03 Jun 2010,Dividend - Rs. - 2.0000,-,07 Jun 2010,14 Jun 2010,31 May 2010,04 Jun 2010,-,Dividend, 2.0000
226,226,506414,FERMENTA,Fermenta Biotech Ltd,03 Jun 2010,Interim Dividend - Rs. - 7.5000,04 Jun 2010,-,-,28 May 2010,03 Jun 2010,-,Interim Dividend, 7.5000
227,227,511218,SHRIRAMFIN,Shriram Finance Ltd,03 Jun 2010,Final Dividend - Rs. - 4.0000,-,05 Jun 2010,15 Jun 2010,31 May 2010,03 Jun 2010,-,Final Dividend, 4.0000
228,228,521194,SILINV,SIL Investments Ltd,03 Jun 2010,Dividend - Rs. - 1.0000,-,05 Jun 2010,11 Jun 2010,31 May 2010,03 Jun 2010,-,Dividend, 1.0000
229,229,532784,SOBHA,Sobha Ltd,03 Jun 2010,Dividend - Rs. - 2.5000,-,05 Jun 2010,05 Jun 2010,31 May 2010,03 Jun 2010,-,Dividend, 2.5000
230,230,532782,SUTLEJTEX,Sutlej Textiles and Industries Ltd,03 Jun 2010,Dividend - Rs. - 2.5000,-,05 Jun 2010,11 Jun 2010,31 May 2010,03 Jun 2010,-,Dividend, 2.5000
231,231,505978,TRITONV,Triton Valves Ltd,03 Jun 2010,Dividend - Rs. - 20.0000,-,05 Jun 2010,05 Jun 2010,31 May 2010,03 Jun 2010,-,Dividend, 20.0000
232,232,500250,LGBBROSLTD,LG Balakrishnan & Bros Ltd,04 Jun 2010,Dividend - Rs. - 6.5000,-,08 Jun 2010,14 Jun 2010,01 Jun 2010,07 Jun 2010,-,Dividend, 6.5000
233,233,500420,TORNTPHARM,Torrent Pharmaceuticals Ltd,04 Jun 2010,Dividend - Rs. - 6.0000,-,08 Jun 2010,10 Jun 2010,01 Jun 2010,07 Jun 2010,-,Dividend, 6.0000
234,234,530315,HINDTIN,Hindustan Tin Works Ltd-$,07 Jun 2010,Interim Dividend - Rs. - 1.0000,08 Jun 2010,-,-,01 Jun 2010,07 Jun 2010,-,Interim Dividend, 1.0000
235,235,532814,INDIANB,Indian Bank,07 Jun 2010,Final Dividend - Rs. - 4.0000,-,09 Jun 2010,10 Jun 2010,02 Jun 2010,08 Jun 2010,-,Final Dividend, 4.0000
236,236,513629,TULSYAN,Tulsyan NEC Ltd-$,07 Jun 2010,Dividend - Rs. - 2.0000,-,09 Jun 2010,16 Jun 2010,02 Jun 2010,08 Jun 2010,-,Dividend, 2.0000
237,237,500335,BIRLACORPN,Birla Corporation Ltd,08 Jun 2010,Final Dividend - Rs. - 3.5000,-,10 Jun 2010,23 Jun 2010,03 Jun 2010,09 Jun 2010,-,Final Dividend, 3.5000
238,238,532221,SONATSOFTW,Sonata Software Ltd,08 Jun 2010,Dividend - Rs. - 0.8000,-,10 Jun 2010,15 Jun 2010,03 Jun 2010,09 Jun 2010,-,Dividend, 0.8000
239,239,532893,VTMLTD,VTM Ltd,08 Jun 2010,Dividend - Rs. - 3.2000,-,10 Jun 2010,21 Jun 2010,03 Jun 2010,09 Jun 2010,-,Dividend, 3.2000
240,240,500875,ITC,ITC Ltd,09 Jun 2010,Dividend - Rs. - 10.0000,-,11 Jun 2010,18 Jun 2010,04 Jun 2010,10 Jun 2010,-,Dividend, 10.0000
241,241,500112,SBIN,State Bank of India,09 Jun 2010,Dividend - Rs. - 20.0000,-,11 Jun 2010,16 Jun 2010,04 Jun 2010,10 Jun 2010,-,Dividend, 20.0000
242,242,500180,HDFCBANK,HDFC Bank Ltd,10 Jun 2010,Dividend - Rs. - 12.0000,-,12 Jun 2010,30 Jun 2010,07 Jun 2010,10 Jun 2010,-,Dividend, 12.0000
243,243,532174,ICICIBANK,ICICI Bank Ltd,10 Jun 2010,Dividend - Rs. - 12.0000,-,12 Jun 2010,28 Jun 2010,07 Jun 2010,10 Jun 2010,-,Dividend, 12.0000
244,244,532714,KEC,KEC International Ltd,10 Jun 2010,Dividend - Rs. - 6.0000,-,14 Jun 2010,22 Jun 2010,07 Jun 2010,11 Jun 2010,-,Dividend, 6.0000
245,245,500279,MIRCELECTR,Mirc Electronics Ltd,10 Jun 2010,Dividend - Rs. - 0.9500,-,14 Jun 2010,28 Jun 2010,07 Jun 2010,11 Jun 2010,-,Dividend, 0.9500
246,246,506532,NITTAGELA,Nitta Gelatin India Ltd-$,10 Jun 2010,Dividend - Rs. - 6.0000,-,12 Jun 2010,21 Jun 2010,07 Jun 2010,10 Jun 2010,-,Dividend, 6.0000
247,247,532522,PETRONET,Petronet LNG Ltd,10 Jun 2010,Dividend - Rs. - 1.7500,-,14 Jun 2010,24 Jun 2010,07 Jun 2010,11 Jun 2010,-,Dividend, 1.7500
248,248,500403,SUNDRMFAST,Sundram Fasteners Ltd,10 Jun 2010,Interim Dividend - Rs. - 0.5000,11 Jun 2010,-,-,04 Jun 2010,10 Jun 2010,-,Interim Dividend, 0.5000
249,249,532504,NAVINFLUOR,Navin Fluorine International Ltd-$,11 Jun 2010,Final Dividend - Rs. - 7.5000,-,15 Jun 2010,21 Jun 2010,08 Jun 2010,14 Jun 2010,-,Final Dividend, 7.5000
250,250,532483,CANBK,Canara Bank,14 Jun 2010,Dividend - Rs. - 10.0000,-,16 Jun 2010,25 Jun 2010,09 Jun 2010,15 Jun 2010,-,Dividend, 10.0000
251,251,500228,JSWSTEEL,JSW Steel Ltd,14 Jun 2010,Dividend - Rs. - 9.5000,-,16 Jun 2010,18 Jun 2010,09 Jun 2010,15 Jun 2010,-,Dividend, 9.5000
252,252,502937,KESORAMIND,Kesoram Industries Ltd,14 Jun 2010,Final Dividend - Rs. - 3.2500,-,16 Jun 2010,01 Jul 2010,09 Jun 2010,15 Jun 2010,-,Final Dividend, 3.2500
253,253,524230,RCF,Rashtriya Chemicals and Fertilizers Ltd,14 Jun 2010,Dividend - Rs. - 1.1000,-,16 Jun 2010,28 Jun 2010,09 Jun 2010,15 Jun 2010,-,Dividend, 1.1000
254,254,532376,MRO-TEK,MRO-TEK Realty Ltd,15 Jun 2010,Dividend - Rs. - 1.0000,-,17 Jun 2010,30 Jun 2010,10 Jun 2010,16 Jun 2010,-,Dividend, 1.0000
255,255,531209,NUCLEUS,Nucleus Software Exports Ltd,15 Jun 2010,Dividend - Rs. - 2.5000,-,17 Jun 2010,24 Jun 2010,10 Jun 2010,16 Jun 2010,-,Dividend, 2.5000
256,256,532540,TCS,Tata Consultancy Services Ltd,15 Jun 2010,Special Dividend - Rs. - 10.0000,-,17 Jun 2010,28 Jun 2010,10 Jun 2010,16 Jun 2010,-,Special Dividend, 10.0000
257,257,532540,TCS,Tata Consultancy Services Ltd,15 Jun 2010,Final Dividend - Rs. - 4.0000,-,17 Jun 2010,28 Jun 2010,10 Jun 2010,16 Jun 2010,-,Final Dividend, 4.0000
258,258,507685,WIPRO,Wipro Ltd,15 Jun 2010,Final Dividend - Rs. - 6.0000,16 Jun 2010,-,-,09 Jun 2010,15 Jun 2010,-,Final Dividend, 6.0000
259,259,500059,BINANIIND,Binani Industries Ltd,16 Jun 2010,Dividend - Rs. - 3.0000,-,18 Jun 2010,25 Jun 2010,11 Jun 2010,17 Jun 2010,-,Dividend, 3.0000
260,260,532902,CCCL,Consolidated Construction Consortium Ltd,16 Jun 2010,Dividend - Rs. - 0.5000,-,18 Jun 2010,24 Jun 2010,11 Jun 2010,17 Jun 2010,-,Dividend, 0.5000
261,261,500280,CENTENKA,Century Enka Ltd,16 Jun 2010,Dividend - Rs. - 6.0000,-,18 Jun 2010,28 Jun 2010,11 Jun 2010,17 Jun 2010,-,Dividend, 6.0000
262,262,509715,JAYSREETEA,Jay Shree Tea & Industries Ltd,16 Jun 2010,Dividend - Rs. - 6.0000,-,18 Jun 2010,25 Jun 2010,11 Jun 2010,17 Jun 2010,-,Dividend, 6.0000
263,263,533158,THANGAMAYL,Thangamayil Jewellery Ltd,16 Jun 2010,Final Dividend - Rs. - 1.0000,-,18 Jun 2010,24 Jun 2010,11 Jun 2010,17 Jun 2010,-,Final Dividend, 1.0000
264,264,530199,THEMISMED,Themis Medicare Ltd,16 Jun 2010,Dividend - Rs. - 3.0000,-,18 Jun 2010,25 Jun 2010,11 Jun 2010,17 Jun 2010,-,Dividend, 3.0000
265,265,502330,ANDHRAPAP,Andhra Paper Ltd,17 Jun 2010,Dividend - Rs. - 1.0000,-,21 Jun 2010,25 Jun 2010,14 Jun 2010,18 Jun 2010,-,Dividend, 1.0000
266,266,503960,BBL,Bharat Bijlee Ltd-$,17 Jun 2010,Dividend - Rs. - 25.0000,-,21 Jun 2010,25 Jun 2010,14 Jun 2010,18 Jun 2010,-,Dividend, 25.0000
267,267,530959,DIANATEA,Diana Tea Company Ltd,17 Jun 2010,Dividend - Rs. - 0.5000,-,21 Jun 2010,25 Jun 2010,14 Jun 2010,18 Jun 2010,-,Dividend, 0.5000
268,268,532187,INDUSINDBK,Indusind Bank Ltd,17 Jun 2010,Dividend - Rs. - 1.8000,-,19 Jun 2010,28 Jun 2010,14 Jun 2010,17 Jun 2010,-,Dividend, 1.8000
