,Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
22718,542812,FLUOROCHEM,Gujarat Fluorochemicals Ltd,20 Sep 2024,Final Dividend - Rs. - 3.0000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
22719,522195,FRONTSP,Frontier Springs Ltd,20 Sep 2024,Final Dividend - Rs. - 1.5000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22720,532181,GMDCLTD,Gujarat Mineral Development Corporation Ltd,20 Sep 2024,Dividend - Rs. - 9.5500,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22721,530655,GOODLUCK,Goodluck India Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,21 Sep 2024,-,-,-,-,-
22722,544140,GOPAL,Gopal Snacks Ltd,20 Sep 2024,Final Dividend - Rs. - 0.2500,21 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
22723,505710,GRAUWEIL,Grauer & Weil India Ltd,20 Sep 2024,Final Dividend - Rs. - 0.5000,-,21 Sep 2024,25 Sep 2024,20 Sep 2024,20 Sep 2024,-
22724,540602,GTPL,GTPL Hathway Ltd,20 Sep 2024,Final Dividend - Rs. - 4.0000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
22725,524080,HARLETH,Haryana Leather Chemicals Ltd,20 Sep 2024,Dividend - Rs. - 1.0000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22726,514043,HIMATSEIDE,Himatsingka Seide Ltd,20 Sep 2024,Final Dividend - Rs. - 0.2500,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22727,509635,HINDCOMPOS,Hindustan Composites Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22728,530315,HINDTIN,Hindustan Tin Works Ltd,20 Sep 2024,Final Dividend - Rs. - 1.2000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22729,543929,HMAAGRO,HMA Agro Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 0.3000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22730,517370,INCAP,Incap Ltd,20 Sep 2024,Dividend - Rs. - 1.0000,-,21 Sep 2024,24 Sep 2024,20 Sep 2024,20 Sep 2024,-
22731,533676,INDOTHAI,Indo Thai Securities Ltd,20 Sep 2024,Final Dividend - Rs. - 0.6000,-,21 Sep 2024,24 Sep 2024,20 Sep 2024,20 Sep 2024,-
22732,509709,INTLCONV,International Conveyors Ltd,20 Sep 2024,Final Dividend - Rs. - 1.1000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22733,522183,ITL,ITL Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22734,513252,JAYUSH,Jay Ushin Ltd,20 Sep 2024,Dividend - Rs. - 3.0000,21 Sep 2024,-,-,-,-,-
22735,543989,KALAMANDIR,Sai Silks (Kalamandir) Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
22736,513509,KALYANIFRG,Kalyani Forge Ltd,20 Sep 2024,Final Dividend - Rs. - 3.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22737,539659,KAMATS,Vikram Kamats Hospitality Ltd,20 Sep 2024,Final Dividend - Rs. - 0.3000,21 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
22738,538896,KANCHI,Kanchi Karpooram Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
22739,535566,KIFS,KIFS Financial Services Ltd,20 Sep 2024,Final Dividend - Rs. - 1.4000,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
22740,521248,KITEX,Kitex Garments Ltd,20 Sep 2024,Final Dividend - Rs. - 1.5000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22741,523550,KRYPTONQ,Krypton Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,21 Sep 2024,-,-,-,-,-
22742,531842,LAHOTIOV,Lahoti Overseas Ltd,20 Sep 2024,Final Dividend - Rs. - 0.2000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22743,526961,LASTMILE,Last Mile Enterprises Ltd,20 Sep 2024,Final Dividend - Rs. - 0.2500,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22744,590078,MAITHANALL,Maithan Alloys Ltd,20 Sep 2024,Final Dividend - Rs. - 6.0000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22745,543364,MARKOLINES,Markolines Pavement Technologies Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,20 Sep 2024,-,-,-,-,-
22746,538964,MERCURYLAB,Mercury Laboratories Ltd,20 Sep 2024,Final Dividend - Rs. - 3.5000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22747,500159,METROGLOBL,Metroglobal Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22748,512153,MLINDLTD,M Lakhamsi Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 0.1000,20 Sep 2024,-,-,-,-,-
22749,530341,MUKESHB,Mukesh Babu Financial Services Ltd,20 Sep 2024,Final Dividend - Rs. - 1.2000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22750,532234,NATIONALUM,National Aluminium Company Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22751,523630,NFL,National Fertilizers Ltd,20 Sep 2024,Final Dividend - Rs. - 0.2700,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
22752,530897,NGIND,NG Industries Ltd,20 Sep 2024,Dividend - Rs. - 3.5000,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22753,535136,NIBE,NIBE Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,21 Sep 2024,-,-,-,-,-
22754,508875,NITINCAST,Nitin Castings Ltd,20 Sep 2024,Final Dividend - Rs. - 3.0000,21 Sep 2024,-,-,-,-,-
22755,542628,NSL,Northern Spirits Ltd,20 Sep 2024,Final Dividend - Rs. - 0.2500,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22756,524136,PCCOSMA,Pee Cee Cosma Sope Ltd,20 Sep 2024,Final Dividend - Rs. - 3.0000,-,21 Sep 2024,30 Sep 2024,20 Sep 2024,20 Sep 2024,-
22757,524136,PCCOSMA,Pee Cee Cosma Sope Ltd,20 Sep 2024,Special Dividend - Rs. - 2.0000,-,21 Sep 2024,30 Sep 2024,20 Sep 2024,20 Sep 2024,-
22758,539883,PILANIINVS,Pilani Investment and Industries Corporation Ltd,20 Sep 2024,Dividend - Rs. - 15.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22759,539150,PNCINFRA,PNC Infratech Ltd,20 Sep 2024,Final Dividend - Rs. - 0.6000,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22760,524051,POLYPLEX,Polyplex Corporation Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,-,21 Sep 2024,23 Sep 2024,20 Sep 2024,20 Sep 2024,-
22761,539302,POWERMECH,Power Mech Projects Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22762,526247,PREMEXPLN,Premier Explosives Ltd,20 Sep 2024,Final Dividend - Rs. - 0.5000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22763,540404,PRIMEFRESH,Prime Fresh Ltd,20 Sep 2024,Dividend - Rs. - 0.5000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22764,531412,RADIXIND,Radix Industries (India) Ltd,20 Sep 2024,Final Dividend - Rs. - 0.5000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22765,522257,RAJOOENG,Rajoo Engineers Ltd,20 Sep 2024,Final Dividend - Rs. - 0.1250,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22766,544207,RELIABLE,Reliable Data Services Ltd,20 Sep 2024,Final Dividend - Rs. - 0.0300,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
22767,520008,RICOAUTO,Rico Auto Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 0.6000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22768,540590,RIDDHICORP,Riddhi Corporate Services Ltd,20 Sep 2024,Final Dividend - Rs. - 0.4900,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22769,541556,RITES,RITES Ltd,20 Sep 2024,Final Dividend - Rs. - 5.0000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
22770,505807,ROLCOEN,Rolcon Engineering Company Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
22771,517500,ROTO,Roto Pumps Ltd,20 Sep 2024,Final Dividend - Rs. - 1.8800,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22772,533552,RUPA,Rupa & Company Ltd,20 Sep 2024,Dividend - Rs. - 3.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22773,535789,SAMMAANCAP,Sammaan Capital Ltd,20 Sep 2024,Dividend - Rs. - 2.0000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
22774,532435,SANINFRA,Sanmit Infra Ltd,20 Sep 2024,Final Dividend - Rs. - 0.0350,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22775,514280,SANTETX,Sanrhea Technical Textiles Ltd,20 Sep 2024,Dividend - Rs. - 1.5000,20 Sep 2024,-,-,-,-,-
22776,542862,SHAHLON,Shahlon Silk Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 0.0600,-,21 Sep 2024,30 Sep 2024,20 Sep 2024,20 Sep 2024,-
22777,539148,SHIVALIK,Shivalik Rasayan Ltd,20 Sep 2024,Final Dividend - Rs. - 0.5000,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22778,539334,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Ltd,20 Sep 2024,Final Dividend - Rs. - 1.5000,21 Sep 2024,-,-,-,-,-
22779,512060,SHYAM,Ventura Guaranty Ltd,20 Sep 2024,Final Dividend - Rs. - 4.5000,-,23 Sep 2024,30 Sep 2024,23 Sep 2024,23 Sep 2024,-
22780,543986,SOUTHWEST,South West Pinnacle Exploration Ltd,20 Sep 2024,Final Dividend - Rs. - 0.5000,20 Sep 2024,-,-,-,-,-
22781,541701,SUPERSHAKT,Supershakti Metaliks Ltd,20 Sep 2024,Final Dividend - Rs. - 0.5000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
22782,543434,SUPRIYA,Supriya Lifescience Ltd,20 Sep 2024,Final Dividend - Rs. - 0.8000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22783,518075,SURAJ,Suraj Products Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22784,544054,SURAJEST,Suraj Estate Developers Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
22785,533101,SURYAAMBA,Suryaamba Spinning Mills Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,20 Sep 2024,-,-,-,-,-
22786,523558,SWISSMLTRY,Swiss Military Consumer Goods Ltd,20 Sep 2024,Final Dividend - Rs. - 0.1000,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
22787,506854,TANFACIND,TANFAC Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 7.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22788,543399,TARSONS,Tarsons Products Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22789,505400,TEXINFRA,Texmaco Infrastructure & Holdings Ltd,20 Sep 2024,Dividend - Rs. - 0.1500,-,21 Sep 2024,26 Sep 2024,20 Sep 2024,20 Sep 2024,-
22790,507753,TGVSL,TGV Sraac Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22791,507205,TI,Tilaknagar Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 0.5000,20 Sep 2024,-,-,-,-,-
22792,532856,TIMETECHNO,Time Technoplast Ltd,20 Sep 2024,Final Dividend - Rs. - 2.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22793,543596,TMB,Tamilnad Mercantile Bank Ltd,20 Sep 2024,Final Dividend - Rs. - 10.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22794,531426,TNPL,Tamil Nadu Newsprint & Papers Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22795,532384,TYCHE,Tyche Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 2.5000,-,21 Sep 2024,30 Sep 2024,20 Sep 2024,20 Sep 2024,-
22796,511431,VAKRANGEE,Vakrangee Ltd,20 Sep 2024,Final Dividend - Rs. - 0.0500,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22797,505232,VELJAN,Veljan Denison Ltd,20 Sep 2024,Dividend - Rs. - 17.0000,-,21 Sep 2024,30 Sep 2024,20 Sep 2024,20 Sep 2024,-
22798,539331,VETO,Veto Switchgears and Cables Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,-,22 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22799,516072,VISHNU,Vishnu Chemicals Ltd,20 Sep 2024,Final Dividend - Rs. - 0.3000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22800,542852,VISHWARAJ,Vishwaraj Sugar Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 0.2000,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
22801,511333,VLSFINANCE,VLS Finance Ltd,20 Sep 2024,Final Dividend - Rs. - 1.5000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22802,511333,VLSFINANCE,VLS Finance Ltd,20 Sep 2024,Special Dividend - Rs. - 1.0000,-,21 Sep 2024,28 Sep 2024,20 Sep 2024,20 Sep 2024,-
22803,538970,WARDINMOBI,Wardwizard Innovations & Mobility Ltd,20 Sep 2024,Final Dividend - Rs. - 0.1500,20 Sep 2024,-,-,20 Sep 2024,20 Sep 2024,-
22804,514266,ZENIFIB,Zenith Fibres Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,-,21 Sep 2024,27 Sep 2024,20 Sep 2024,20 Sep 2024,-
22805,500780,ZUARIIND,Zuari Industries Ltd,20 Sep 2024,Final Dividend - Rs. - 1.0000,20 Sep 2024,-,-,16 Sep 2024,20 Sep 2024,-
22806,530621,AAIL,Akar Auto Industries Ltd,23 Sep 2024,Final Dividend - Rs. - 0.6000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22807,539562,AARNAV,Aarnav Fashions Ltd,23 Sep 2024,Final Dividend - Rs. - 0.5000,23 Sep 2024,-,-,-,-,-
22808,542580,AARTECH,Aartech Solonics Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2500,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22809,507852,ADDIND,Addi Industries Ltd,23 Sep 2024,Final Dividend - Rs. - 1.2500,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22810,543230,ADVAIT,Advait Energy Transitions Ltd,23 Sep 2024,Final Dividend - Rs. - 1.5000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
22811,539196,AEL,Amba Enterprises Ltd,23 Sep 2024,Final Dividend - Rs. - 0.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22812,524598,AKSHARCHEM,AksharChem India Ltd,23 Sep 2024,Final Dividend - Rs. - 0.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22813,543236,ATAM,Atam Valves Ltd,23 Sep 2024,Final Dividend - Rs. - 0.7500,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
22814,543910,AVG,AVG Logistics Ltd,23 Sep 2024,Final Dividend - Rs. - 1.2000,23 Sep 2024,-,-,-,-,-
22815,539872,BAJAJHCARE,Bajaj Healthcare Ltd,23 Sep 2024,Final Dividend - Rs. - 1.0000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22816,543668,BBTCL,B&B Triplewall Containers Ltd,23 Sep 2024,Final Dividend - Rs. - 1.0000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
22817,541143,BDL,Bharat Dynamics Ltd,23 Sep 2024,Final Dividend - Rs. - 0.8500,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22818,539660,BESTAGRO,Best Agrolife Ltd,23 Sep 2024,Final Dividend - Rs. - 3.0000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
22819,539120,BFFL,Bangalore Fort Farms Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22820,512608,BHANDARI,Bhandari Hosiery Exports Ltd,23 Sep 2024,Final Dividend - Rs. - 0.0100,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22821,542669,BMW,BMW Industries Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2100,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22822,524742,CAPLIPOINT,Caplin Point Laboratories Ltd,23 Sep 2024,Final Dividend - Rs. - 2.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22823,544223,CEIGALL,Ceigall India Ltd,23 Sep 2024,Final Dividend - Rs. - 0.5000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
22824,539991,CFEL,Confidence Futuristic Energetech Ltd,23 Sep 2024,Final Dividend - Rs. - 0.3750,23 Sep 2024,-,-,-,-,-
22825,540678,COCHINSHIP,Cochin Shipyard Ltd,23 Sep 2024,Final Dividend - Rs. - 2.2500,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22826,526829,CONFIPET,Confidence Petroleum India Ltd,23 Sep 2024,Final Dividend - Rs. - 0.1000,23 Sep 2024,-,-,-,-,-
22827,543462,DEVIT,Dev Information Technology Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2500,-,24 Sep 2024,29 Sep 2024,23 Sep 2024,24 Sep 2024,-
22828,538882,EMERALD,Emerald Finance Ltd,23 Sep 2024,Final Dividend - Rs. - 0.1000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22829,539730,FREDUN,Fredun Pharmaceuticals Ltd,23 Sep 2024,Final Dividend - Rs. - 0.7000,23 Sep 2024,-,-,-,-,-
22830,532726,GALLANTT,Gallantt Ispat Ltd,23 Sep 2024,Final Dividend - Rs. - 1.0000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22831,544199,GEMENVIRO,GEM Enviro Management Ltd,23 Sep 2024,Final Dividend - Rs. - 0.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22832,530343,GENUSPOWER,Genus Power Infrastructures Ltd,23 Sep 2024,Final Dividend - Rs. - 0.6000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22833,539522,GROVY,Grovy India Ltd,23 Sep 2024,Final Dividend - Rs. - 0.1000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22834,522217,GUJAPOLLO,Gujarat Apollo Industries Ltd,23 Sep 2024,Final Dividend - Rs. - 2.0000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22835,500183,HFCL,HFCL Ltd,23 Sep 2024,Dividend - Rs. - 0.2000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22836,505712,HIMTEK,Him Teknoforge Ltd,23 Sep 2024,Final Dividend - Rs. - 0.4000,23 Sep 2024,-,-,-,-,-
22837,540136,HPL,HPL Electric & Power Ltd,23 Sep 2024,Final Dividend - Rs. - 1.0000,23 Sep 2024,-,-,-,-,-
22838,531129,INANI,Inani Marbles & Industries Ltd,23 Sep 2024,Final Dividend - Rs. - 0.0400,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22839,532326,INTENTECH,Intense Technologies Ltd,23 Sep 2024,Final Dividend - Rs. - 1.0000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22840,500227,JINDALPOLY,Jindal Poly Films Ltd,23 Sep 2024,Final Dividend - Rs. - 5.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22841,542544,JYOTIN,Jyot International Marketing Ltd,23 Sep 2024,Dividend - Rs. - 0.0500,23 Sep 2024,-,-,-,-,-
22842,514448,JYOTIRES,Jyoti Resins & Adhesives Ltd,23 Sep 2024,Final Dividend - Rs. - 9.0000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22843,531163,KEMISTAR,Kemistar Corporation Ltd,23 Sep 2024,Final Dividend - Rs. - 0.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22844,540468,KMSMEDI,KMS Medisurgi Ltd,23 Sep 2024,Final Dividend - Rs. - 0.0500,23 Sep 2024,-,-,-,-,-
22845,526947,LAOPALA,La Opala RG Ltd,23 Sep 2024,Dividend - Rs. - 10.0000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22846,531494,NAVKARURB,Navkar Urbanstructure Ltd,23 Sep 2024,Final Dividend - Rs. - 0.0100,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22847,526349,NIRBHAYIND,Nirbhay Colours India Ltd,23 Sep 2024,Dividend - Rs. - 0.1000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22848,531092,OMINFRAL,OM Infra Ltd,23 Sep 2024,Final Dividend - Rs. - 0.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22849,514330,ONEGLOBAL,One Global Service Provider Ltd,23 Sep 2024,Final Dividend - Rs. - 1.0000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
22850,504879,ORIENTCER,Orient Ceratech Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2500,23 Sep 2024,-,-,-,-,-
22851,531726,PANCHSHEEL,Panchsheel Organics Ltd,23 Sep 2024,Final Dividend - Rs. - 0.8000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22852,539469,PANORAMA,Panorama Studios International Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22853,533581,PGEL,PG Electroplast Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
22854,543912,PIGL,Power and Instrumentation (Gujarat) Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2000,23 Sep 2024,-,-,-,-,-
22855,532486,POKARNA,Pokarna Ltd,23 Sep 2024,Final Dividend - Rs. - 0.6000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22856,531637,PRAVEG,Praveg Ltd,23 Sep 2024,Final Dividend - Rs. - 1.0000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
22857,533274,PRESTIGE,Prestige Estates Projects Ltd,23 Sep 2024,Final Dividend - Rs. - 1.8000,23 Sep 2024,-,-,23 Sep 2024,23 Sep 2024,-
22858,540125,RADHIKAJWE,Radhika Jeweltech Ltd,23 Sep 2024,Final Dividend - Rs. - 0.2000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22859,524230,RCF,Rashtriya Chemicals and Fertilizers Ltd,23 Sep 2024,Final Dividend - Rs. - 1.2400,23 Sep 2024,-,-,-,-,-
22860,517035,RIR,RIR Power Electronics Ltd,23 Sep 2024,Final Dividend - Rs. - 2.0000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22861,512115,ROSEMER,Rose Merc Ltd,23 Sep 2024,Final Dividend - Rs. - 0.1000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22862,542649,RVNL,Rail Vikas Nigam Ltd,23 Sep 2024,Final Dividend - Rs. - 2.1100,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22863,511754,SAHLIBHFI,Shalibhadra Finance Ltd,23 Sep 2024,Dividend - Rs. - 1.2000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22864,542725,SBC,SBC Exports Ltd,23 Sep 2024,Final Dividend - Rs. - 0.0500,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22865,512399,SERA,Sera Investments & Finance India Ltd,23 Sep 2024,Final Dividend - Rs. - 0.1000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22866,531431,SHAKTIPUMP,Shakti Pumps India Ltd,23 Sep 2024,Final Dividend - Rs. - 4.0000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22867,543963,SHELTER,Shelter Pharma Ltd,23 Sep 2024,Final Dividend - Rs. - 0.3300,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22868,524632,SHUKRAPHAR,Shukra Pharmaceuticals Ltd,23 Sep 2024,Final Dividend - Rs. - 1.0000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22869,544117,SIGNPOST,Signpost India Ltd,23 Sep 2024,Final Dividend - Rs. - 0.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22870,540679,SMSLIFE,SMS Lifesciences India Ltd,23 Sep 2024,Dividend - Rs. - 1.5000,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
22871,532815,SMSPHARMA,SMS Pharmaceuticals Ltd,23 Sep 2024,Final Dividend - Rs. - 0.4000,23 Sep 2024,-,-,-,-,-
22872,531529,SOFTRAKV,Softrak Venture Investment Ltd,23 Sep 2024,Final Dividend - Rs. - 0.0500,-,24 Sep 2024,30 Sep 2024,23 Sep 2024,24 Sep 2024,-
